ax,ay,az,wx,wy,wz
0.624744,0.128084,10.0898,0.213846,0.208736,0.187451
0.675481,0.434438,9.87824,0.201312,0.209462,0.243112
1.1214,0.787628,9.81317,0.183333,0.166823,0.211049
0.983353,0.336697,9.67866,0.214833,0.205068,0.206528
0.954812,0.573832,9.77419,0.168948,0.212473,0.181149
1.24382,0.532966,10.0297,0.202593,0.187534,0.168014
1.20928,0.716431,10.2403,0.2059,0.204213,0.199151
0.937356,0.536318,9.78681,0.183474,0.225151,0.192744
0.920294,0.624294,9.81663,0.219142,0.198584,0.218662
0.833987,0.636115,9.93892,0.191236,0.199655,0.183486
1.06726,0.712608,9.87997,0.192005,0.190879,0.192816
0.836576,0.530583,9.90418,0.191717,0.17801,0.174216
0.95369,0.442926,10.1625,0.214739,0.199482,0.161482
0.987679,0.571197,10.0928,0.215209,0.179577,0.179909
1.3587,0.251962,9.99224,0.207944,0.160939,0.218428
0.655001,0.551496,10.1032,0.211259,0.179496,0.161348
1.13914,0.64019,10.2515,0.175756,0.211074,0.18836
1.31745,0.270541,9.91805,0.188388,0.184286,0.206984
0.844868,0.713942,10.0426,0.184092,0.188948,0.214977
0.66741,0.352815,9.84911,0.210874,0.18924,0.213522
0.844223,0.82935,9.83691,0.178501,0.196091,0.2088
0.713323,0.188944,10.1123,0.206537,0.228089,0.238998
1.07266,0.503275,9.79025,0.192378,0.244338,0.204246
1.10078,0.417382,9.86893,0.229282,0.192425,0.21053
1.17386,0.769317,10.2338,0.165741,0.190267,0.181706
0.798375,0.609822,9.75593,0.208726,0.18615,0.200543
0.888304,0.429797,9.76564,0.231496,0.175488,0.150937
1.18008,0.491784,10.1036,0.170854,0.224331,0.205787
1.12763,0.561523,9.5587,0.216335,0.217625,0.233926
0.981862,0.54731,10.11,0.198541,0.238966,0.185818
0.96792,0.302787,9.64621,0.192591,0.214031,0.208309
1.12706,0.418395,9.90966,0.197143,0.22125,0.188253
0.969289,0.482624,9.79023,0.220498,0.206321,0.228052
0.637118,0.505304,10.4837,0.209878,0.197226,0.203144
0.673009,0.22165,10.2481,0.191731,0.197183,0.219197
1.09669,0.755742,10.0159,0.228913,0.210266,0.190751
0.81977,0.679049,9.85681,0.267618,0.176537,0.178565
1.41388,0.466644,10.1788,0.210588,0.188393,0.177461
1.06453,0.635104,10.1978,0.221546,0.199789,0.201301
1.09642,0.504691,10.286,0.186097,0.173764,0.194829
1.12357,0.569222,10.0152,0.189458,0.166944,0.188399
0.862244,0.562789,9.82253,0.202798,0.186645,0.163136
1.3491,0.844023,10.0464,0.207766,0.203849,0.210733
1.33019,0.891721,10.4101,0.229376,0.231316,0.221956
1.07761,0.186436,10.3065,0.198857,0.194623,0.189406
0.879749,0.423371,9.97622,0.222259,0.218774,0.180427
1.12998,0.343622,9.74953,0.200418,0.201786,0.212672
0.699406,0.483445,9.98067,0.178684,0.2139,0.184416
1.10096,0.651651,9.87596,0.238448,0.190222,0.195062
0.825719,0.441077,9.8467,0.210649,0.215114,0.23785
0.921665,0.214981,9.88734,0.192764,0.155701,0.20234
0.825428,0.471799,9.89055,0.205946,0.2119,0.20732
0.949528,0.556731,9.94046,0.194653,0.209689,0.172979
1.14168,0.17906,10.0132,0.205473,0.193747,0.223681
0.913334,0.59953,10.0658,0.199123,0.202663,0.218421
0.805411,0.484982,10.1489,0.202248,0.212144,0.188771
1.01642,0.64696,10.0762,0.174899,0.165026,0.221579
1.23417,0.271404,10.2696,0.214661,0.209074,0.193761
0.797007,0.345668,9.78682,0.199591,0.171848,0.208006
0.831141,0.145539,10.2808,0.196044,0.231107,0.18265
1.11197,0.45726,9.77094,0.206635,0.190972,0.181312
1.21922,0.569663,10.1403,0.21759,0.179949,0.203477
0.898774,0.492196,9.76934,0.23147,0.181144,0.186603
0.874152,0.58489,9.87539,0.214216,0.191799,0.202641
0.806905,0.496447,9.86237,0.217899,0.192452,0.17141
0.841444,0.379249,9.57895,0.233496,0.192991,0.230401
1.13981,0.37561,10.2264,0.20272,0.187933,0.19982
0.92766,0.483528,10.1939,0.224414,0.208467,0.223348
1.16334,0.392584,10.0628,0.209567,0.187339,0.210815
0.791404,0.552403,10.3503,0.173057,0.228497,0.189924
1.05585,0.547104,9.90247,0.181033,0.227375,0.201436
0.85281,0.241895,10.5332,0.198644,0.182975,0.19357
1.03143,0.72783,10.2498,0.173666,0.209837,0.228632
1.07678,0.503063,9.7377,0.176869,0.203171,0.183399
0.781588,0.270274,9.73226,0.201969,0.18896,0.191118
1.0492,0.552049,9.97385,0.231112,0.189124,0.210962
1.17516,0.271,10.1412,0.20043,0.18398,0.169262
0.865562,0.219164,9.90966,0.190032,0.182229,0.206399
1.05806,0.305291,9.92493,0.139965,0.194569,0.208235
0.942145,0.462169,9.5989,0.227144,0.225504,0.199467
1.08337,0.615341,10.1113,0.232695,0.189302,0.202909
0.736894,0.346694,10.0638,0.205232,0.198238,0.212899
1.33353,0.169107,10.2578,0.207612,0.175381,0.19471
0.959551,0.337744,9.7807,0.212736,0.187322,0.204875
1.25784,0.484115,9.98035,0.189667,0.18342,0.186943
1.20526,0.739989,10.1012,0.211284,0.211442,0.180115
0.980073,0.539455,10.1472,0.16636,0.155295,0.147757
1.12541,0.363473,10.0957,0.220237,0.232179,0.193719
1.11684,0.501612,9.88105,0.210995,0.188306,0.182979
1.37739,0.749892,9.35841,0.189929,0.183912,0.188671
1.03194,0.332638,9.97606,0.260497,0.193315,0.202626
0.826283,0.526271,9.93508,0.1977,0.197519,0.201177
1.20348,0.393768,10.0883,0.216112,0.210227,0.203105
0.973893,0.222919,10.084,0.176982,0.226902,0.17237
0.595047,0.574252,10.0544,0.214813,0.226302,0.197784
1.03711,0.639096,9.93324,0.211627,0.168028,0.200961
1.05877,1.1099,10.096,0.183195,0.219085,0.199188
0.814351,0.414411,10.0234,0.197655,0.181953,0.21374
0.98036,0.494747,9.63862,0.222356,0.177908,0.158908
1.40644,0.859775,9.99939,0.195211,0.186539,0.222629
1.33112,0.31,10.1476,0.169192,0.196255,0.218702
1.08351,0.305804,9.80539,0.175686,0.199578,0.176818
0.806999,0.469061,9.9803,0.221511,0.180897,0.207503
1.01229,0.164212,9.94866,0.197992,0.20712,0.197519
0.927989,0.4709,10.0224,0.214319,0.162795,0.182464
0.615989,0.489126,10.2014,0.209653,0.216908,0.212619
0.501457,0.583396,9.6559,0.19058,0.20177,0.215246
0.988516,0.409544,10.2644,0.188195,0.203559,0.199564
1.26248,0.708918,10.1055,0.168111,0.171138,0.155251
0.900454,0.580683,9.98316,0.213179,0.21059,0.217322
0.98249,0.33793,9.99407,0.177332,0.207291,0.17732
0.675294,0.410321,9.90088,0.196101,0.212218,0.225677
1.09301,0.654091,9.98851,0.182566,0.164976,0.214151
0.789299,0.0769754,9.86433,0.214852,0.216951,0.214453
1.16737,0.477016,9.91896,0.176784,0.211712,0.211261
0.866528,0.135816,10.3697,0.198508,0.206238,0.205322
0.90157,0.741353,10.1401,0.206066,0.212497,0.205898
1.12542,0.680366,10.0725,0.196422,0.200043,0.219984
1.04591,0.204788,10.082,0.181521,0.201303,0.18196
1.04564,0.373007,9.93513,0.231051,0.189019,0.187509
1.56417,0.427922,10.2827,0.227382,0.184427,0.186103
1.26317,0.630423,9.98769,0.179835,0.254092,0.153438
0.759499,0.738851,10.0925,0.223641,0.228453,0.195598
1.19088,0.659298,10.1307,0.22343,0.189554,0.231318
1.31574,0.696748,10.2856,0.194044,0.217029,0.19205
0.955999,0.286088,10.2018,0.16927,0.229316,0.166251
0.568926,0.558539,10.0971,0.217799,0.197705,0.181483
1.34636,0.775753,9.90024,0.205148,0.203862,0.170251
0.959082,0.241608,10.2103,0.187815,0.183467,0.215374
0.800286,0.503722,10.1922,0.153154,0.218057,0.18752
0.83369,0.473534,9.81172,0.165381,0.171649,0.17889
0.674111,0.475755,10.0386,0.202301,0.209609,0.13216
0.929558,0.191336,9.96956,0.189525,0.22345,0.162474
1.0074,0.560061,9.99362,0.191897,0.165453,0.165207
0.984954,0.546455,9.91317,0.168152,0.168739,0.192979
0.68578,0.380754,9.95648,0.232467,0.200034,0.208125
0.879998,0.407918,9.61161,0.174074,0.21125,0.232354
1.10681,0.420927,9.79469,0.211816,0.211409,0.193436
0.877972,0.192029,10.0382,0.206974,0.173997,0.192543
1.15374,0.717083,9.79273,0.195029,0.189252,0.199243
1.07931,0.542602,9.9541,0.233113,0.195042,0.178567
0.787344,0.404483,9.8227,0.182414,0.228489,0.159845
0.946813,0.275507,10.1463,0.184947,0.204008,0.169339
0.969393,0.505975,10.1699,0.253998,0.21208,0.188373
0.828823,0.412784,9.74912,0.219907,0.185764,0.183627
0.812638,0.699239,10.4159,0.160126,0.236604,0.208531
0.989453,0.482598,9.82834,0.167093,0.215054,0.213663
1.26184,0.687169,10.4623,0.166426,0.204348,0.189248
0.99168,0.537072,10.0127,0.182688,0.192242,0.209471
0.978138,0.498486,10.1756,0.184066,0.166624,0.197846
0.948002,0.268074,9.87131,0.195733,0.202818,0.199081
1.1296,0.513832,9.82138,0.177835,0.199255,0.174713
0.696174,0.383359,10.1514,0.179205,0.190921,0.207027
0.62882,0.454818,9.81742,0.185085,0.184334,0.151206
0.628213,0.120344,10.1953,0.201974,0.215583,0.160465
0.86833,0.555782,9.76939,0.172013,0.207615,0.192201
0.690831,0.549538,10.1959,0.196506,0.19424,0.201447
1.07983,0.818446,10.2122,0.205855,0.190513,0.190715
0.737483,0.57327,10.092,0.160201,0.190076,0.175765
1.11012,0.494984,9.55166,0.177923,0.214876,0.174459
1.27596,0.506189,10.1031,0.210012,0.16744,0.165988
1.01898,0.359238,9.64312,0.190378,0.193708,0.203523
0.955276,0.656663,10.3176,0.187604,0.224627,0.187684
0.810026,0.358793,9.96383,0.197127,0.239401,0.204291
0.943685,0.357735,10.1074,0.224726,0.157355,0.195725
0.826882,0.469399,10.4738,0.195593,0.191777,0.18514
1.0652,0.938604,10.0476,0.18666,0.191142,0.210963
0.860279,0.373579,9.96552,0.165976,0.17612,0.185852
1.36769,0.894782,9.93087,0.209762,0.16545,0.179502
0.918318,0.463746,10.013,0.163546,0.198636,0.199911
0.870465,0.197338,10.0672,0.20519,0.175416,0.165165
1.01481,0.436148,9.63175,0.153821,0.209844,0.15468
1.26006,0.586381,9.92942,0.179087,0.189312,0.1821
0.898159,0.541276,10.024,0.179781,0.19063,0.193785
1.28729,0.560131,9.80306,0.170853,0.166695,0.178561
0.77706,0.509976,9.64594,0.172191,0.203574,0.182721
0.962161,0.344894,10.2253,0.215932,0.145777,0.199709
0.883562,0.340671,9.88055,0.203661,0.192985,0.190807
0.825546,0.469106,10.1299,0.184886,0.20991,0.186737
1.18924,0.398288,9.68471,0.171071,0.192363,0.202727
1.17752,0.470934,9.94935,0.200472,0.198531,0.206769
0.891131,0.123252,10.0033,0.189399,0.199219,0.192645
0.70175,0.823599,10.0836,0.194887,0.192288,0.197148
0.650064,0.44563,9.82451,0.192859,0.203786,0.150972
0.6923,0.161246,10.106,0.159733,0.16932,0.182078
0.741977,0.258151,10.0721,0.15196,0.193432,0.197191
0.786864,0.275944,10.3744,0.151793,0.195951,0.176685
1.13885,0.981234,9.97172,0.182653,0.198614,0.177252
1.02048,0.67937,10.0452,0.167794,0.186284,0.193081
1.43205,0.552453,10.0039,0.182622,0.179843,0.174813
1.23208,0.282512,9.8798,0.153202,0.18142,0.153008
1.10861,0.262034,10.066,0.16443,0.186081,0.207942
0.664896,0.347933,9.98848,0.175072,0.183823,0.177999
0.874018,0.270297,9.71625,0.186107,0.143417,0.151026
1.15485,-0.00074479,10.2167,0.207516,0.171484,0.190179
0.904937,0.227726,10.088,0.217456,0.166546,0.181998
1.10985,0.538063,9.96757,0.171195,0.198985,0.197314
0.804695,0.410415,9.63871,0.190007,0.176908,0.142079
0.822986,0.634308,10.2931,0.162827,0.154755,0.237065
0.970904,0.549356,9.79294,0.213206,0.194177,0.171917
1.03732,0.692228,9.95917,0.193709,0.161075,0.171082
0.859438,0.243381,9.63906,0.135712,0.198993,0.187827
0.677122,0.737116,9.75496,0.16885,0.164898,0.208144
1.06109,0.290106,10.0006,0.175744,0.174814,0.174507
0.502109,0.310242,10.0005,0.20943,0.153597,0.180975
0.788117,0.715702,10.0407,0.148004,0.164125,0.173467
1.35989,0.658764,9.76167,0.183161,0.188794,0.16884
0.996643,0.501773,9.84881,0.141843,0.187447,0.187091
0.979522,0.257065,9.61884,0.178725,0.156067,0.177674
0.925017,0.394831,10.2152,0.192872,0.188353,0.204432
0.942847,0.544525,10.0979,0.170498,0.183878,0.210197
1.30935,0.371432,9.87486,0.168388,0.193513,0.205735
0.907271,-0.0550621,9.7549,0.192614,0.151668,0.198153
0.898641,0.5034,10.3474,0.179695,0.164857,0.162973
1.30035,0.731595,9.73521,0.189671,0.185352,0.177667
0.751478,0.179521,10.0221,0.172112,0.187579,0.181492
1.1123,0.516713,10.1074,0.150227,0.204241,0.20948
0.795521,0.13997,10.1478,0.156081,0.171062,0.19261
1.02835,0.683207,10.1959,0.150716,0.196738,0.155281
1.04157,0.419695,10.1576,0.177456,0.192956,0.160137
1.03542,0.473337,9.715,0.174972,0.191448,0.196818
1.0227,0.817582,9.90959,0.2064,0.153211,0.173515
0.77263,0.328513,9.7777,0.13976,0.168696,0.17396
0.636689,0.440249,9.75522,0.187109,0.187054,0.14191
0.95123,0.460253,9.69687,0.169711,0.194886,0.173584
0.914761,0.548725,9.80749,0.191618,0.206597,0.172096
0.920367,0.323164,10.2055,0.154309,0.163194,0.169606
0.710132,0.327386,10.1385,0.184417,0.158225,0.183606
0.884248,0.171285,10.3291,0.186035,0.204928,0.155493
0.777426,0.417508,10.0447,0.146376,0.153157,0.164112
1.16854,0.146972,10.0073,0.167409,0.150104,0.174434
0.921127,0.0690828,10.3629,0.209293,0.163471,0.169374
1.15849,0.363428,10.0434,0.157979,0.174006,0.163133
0.827755,0.680167,9.98984,0.158991,0.143071,0.166437
1.12033,0.483971,10.2698,0.159465,0.185883,0.160715
0.968193,0.515784,9.91199,0.19313,0.176635,0.137531
1.15196,0.199784,9.83382,0.190143,0.174464,0.154653
1.11678,0.642782,10.0175,0.170931,0.191656,0.169178
1.09608,0.738501,9.86863,0.160634,0.162373,0.19696
0.537194,0.15958,9.77883,0.163907,0.170474,0.142083
0.595572,0.202517,10.053,0.179586,0.149646,0.195147
0.68375,0.247972,10.1184,0.166508,0.165226,0.204204
0.846231,0.506503,9.886,0.193204,0.155859,0.184936
0.954949,0.384556,10.0571,0.154914,0.164788,0.174004
0.972893,-0.00302112,10.105,0.13007,0.203915,0.17483
0.643162,0.398946,9.80487,0.120519,0.174177,0.1325
1.11721,0.468721,9.89987,0.16202,0.14135,0.156404
0.836902,0.44072,9.76351,0.217123,0.152503,0.172723
0.621643,0.584013,10.0918,0.166477,0.169531,0.180423
0.719094,0.549935,9.58341,0.170845,0.147745,0.145419
0.762856,0.340463,9.89436,0.145404,0.165,0.14659
0.401379,0.0570907,9.61906,0.173103,0.190192,0.135085
0.628108,0.853308,10.0651,0.148681,0.152233,0.164679
0.937355,0.256433,10.0322,0.146238,0.116801,0.15337
0.79394,0.199446,10.1099,0.18273,0.145878,0.171161
0.87773,0.631116,9.89894,0.120703,0.189263,0.168767
1.05313,0.444509,9.94661,0.182904,0.16645,0.157435
0.594422,0.661964,9.85022,0.140788,0.15729,0.152759
0.832734,0.349066,10.1979,0.155765,0.151578,0.152494
0.763633,0.559324,10.2012,0.159946,0.168962,0.190028
0.925524,0.528341,10.2595,0.146224,0.167705,0.146411
1.03343,0.384475,9.86302,0.14272,0.131112,0.148888
0.48494,0.510801,10.194,0.146071,0.170756,0.173699
0.363615,0.404076,10.1093,0.136302,0.141704,0.142613
0.482804,0.566056,10.1823,0.136404,0.135691,0.176978
0.882214,0.612622,10.0474,0.153151,0.204023,0.128321
0.733638,0.672185,9.9078,0.151518,0.141557,0.172357
0.693273,-0.180578,9.7959,0.169333,0.187087,0.187634
0.528075,0.515242,9.82471,0.146877,0.155963,0.167715
0.931474,0.813371,9.95661,0.122887,0.171702,0.15159
1.25761,0.898793,10.324,0.1636,0.164314,0.187123
0.499748,0.326526,9.82306,0.137783,0.161164,0.141876
0.709355,0.0354851,9.90304,0.144985,0.142199,0.157453
0.658543,0.192806,10.0684,0.197193,0.180169,0.173469
0.466459,0.395013,9.84905,0.175377,0.146551,0.15096
0.390945,0.532225,9.82654,0.139928,0.120659,0.136629
0.745342,0.410808,9.83268,0.154165,0.148754,0.126253
0.965141,0.203212,9.79802,0.13068,0.146999,0.15297
0.810735,0.562495,10.1526,0.130768,0.135673,0.172642
0.937128,0.447941,9.96593,0.191217,0.144477,0.148942
0.851604,0.213131,10.2627,0.187374,0.136506,0.145621
0.504931,-0.0577661,9.94516,0.132908,0.166916,0.139271
0.434193,0.581928,9.88156,0.197295,0.173552,0.127612
0.856431,0.278017,10.0447,0.133494,0.160227,0.136004
0.628856,0.31553,10.2345,0.12643,0.151578,0.175648
0.68318,0.362589,9.88996,0.156719,0.137541,0.136326
0.968811,0.101138,10.0422,0.139679,0.159109,0.11807
1.0519,0.503287,9.8123,0.137854,0.153535,0.11579
0.700617,0.544554,9.86388,0.135929,0.171944,0.110741
0.68038,0.558446,10.0702,0.150604,0.149474,0.180843
0.833991,0.713699,10.1939,0.128802,0.0930544,0.163091
1.16907,0.0454491,9.86534,0.132067,0.147393,0.195855
0.843118,0.145783,10.0252,0.159786,0.145598,0.150123
0.820333,0.383331,9.85608,0.139349,0.139358,0.129161
0.944967,0.584122,10.302,0.144156,0.16699,0.190465
0.991539,0.0771733,9.85171,0.176234,0.134508,0.159442
0.565418,0.28327,9.80332,0.154256,0.144992,0.142618
0.921006,0.445567,9.97125,0.136746,0.138388,0.142916
0.933962,0.564893,9.85247,0.136505,0.158193,0.166339
0.621039,0.77981,10.1741,0.15822,0.148402,0.124321
0.802436,0.65629,9.70327,0.134923,0.129,0.145184
0.705417,0.330009,9.69376,0.162199,0.182617,0.121217
0.605502,0.519766,9.94575,0.164415,0.191505,0.149943
0.789439,0.173543,9.71199,0.102394,0.144931,0.15115
0.545577,0.206736,9.95766,0.137628,0.133209,0.150806
0.451448,0.445702,10.0806,0.159647,0.141868,0.105663
0.891347,0.491085,10.0187,0.13253,0.128539,0.170216
0.334937,0.377346,9.91568,0.103051,0.146897,0.138439
0.737023,0.211396,9.737,0.134875,0.15422,0.133156
0.905465,-0.0545734,10.0573,0.150567,0.158294,0.150969
1.06212,0.377773,9.71871,0.164523,0.13034,0.151454
1.25678,0.376382,9.86429,0.16879,0.150763,0.163429
0.861027,0.209004,9.75147,0.1614,0.114969,0.174843
0.689324,0.791248,10.1557,0.153483,0.127093,0.147366
0.635938,0.384836,9.8046,0.123119,0.132171,0.140266
0.788,0.401389,10.1696,0.137762,0.108995,0.141948
0.597349,0.270739,9.86078,0.14816,0.143261,0.161974
0.62571,0.640842,9.76191,0.170937,0.120298,0.127647
0.670736,0.375507,9.87144,0.097555,0.122223,0.124847
0.746935,0.195066,10.0526,0.112222,0.10791,0.0844521
0.768178,0.58997,9.90569,0.160836,0.0895025,0.146421
0.311795,0.040632,10.2431,0.140325,0.168203,0.138699
0.868489,0.585149,10.1887,0.153789,0.109864,0.147201
0.75853,0.409798,9.85462,0.103934,0.168453,0.141898
0.554412,0.111863,10.1723,0.156138,0.171209,0.129395
0.547693,0.274527,9.93502,0.120087,0.135406,0.122156
0.648052,0.538312,10.2453,0.141989,0.13705,0.12828
0.832311,0.399651,9.73129,0.139611,0.152042,0.119976
0.800243,0.530347,9.81409,0.0879071,0.130043,0.125873
1.03491,0.437319,9.86926,0.123605,0.14863,0.127813
0.9995,0.252997,10.2286,0.138486,0.129417,0.136124
0.522165,0.456141,9.8003,0.125681,0.159949,0.132925
0.936539,0.471086,9.71196,0.129593,0.133153,0.12213
0.517583,0.692914,9.76991,0.180777,0.136002,0.138103
0.516162,0.24632,9.95791,0.0939809,0.129501,0.136651
0.702601,0.376625,10.2409,0.136441,0.136644,0.118709
0.880823,0.278514,9.79209,0.104992,0.176026,0.11922
0.404931,0.278458,10.0921,0.129395,0.140038,0.147969
0.64011,0.219874,10.0023,0.117038,0.142262,0.115339
0.783144,0.33385,9.80323,0.130527,0.108051,0.131728
0.0438339,0.381517,9.86775,0.12408,0.126819,0.149863
0.803413,0.284058,10.0694,0.103502,0.131456,0.128243
0.733303,0.181645,10.0044,0.126998,0.13672,0.12458
0.448201,0.608225,10.062,0.109703,0.130113,0.124695
0.649172,0.210584,9.85809,0.106738,0.14562,0.119223
0.640284,0.066949,10.2553,0.146194,0.125898,0.132091
0.766874,0.420175,10.0247,0.142651,0.13194,0.124906
0.299044,0.244036,10.1769,0.144914,0.145767,0.150728
0.357871,0.280294,9.96346,0.120219,0.108446,0.107721
0.53896,0.341249,10.0628,0.167756,0.0876848,0.142584
0.630908,0.458943,9.69249,0.127291,0.124003,0.156638
0.764719,0.399051,10.138,0.108517,0.0816304,0.120715
0.745558,0.182255,10.0139,0.116459,0.1063,0.127935
0.567667,0.0314109,9.79429,0.121783,0.14914,0.115885
0.962845,0.191223,9.73759,0.122919,0.0879784,0.118332
0.57654,-0.0928564,9.89598,0.11716,0.142931,0.112648
0.580351,0.21244,10.5054,0.0557733,0.131362,0.106083
0.679315,0.44688,10.1179,0.128328,0.126649,0.126109
0.338037,0.510035,10.0618,0.138909,0.135652,0.0942266
0.615007,0.371639,9.8315,0.112898,0.122594,0.111014
0.803114,0.37101,10.1871,0.0929067,0.144272,0.133801
0.391448,0.241433,10.0351,0.0963709,0.0917951,0.0877609
0.383118,0.223036,9.91116,0.115069,0.113729,0.152578
0.814626,0.147705,9.64179,0.106168,0.101219,0.107685
0.51595,0.218138,10.237,0.125159,0.114853,0.124161
0.373002,0.571386,9.98271,0.129954,0.112823,0.120934
0.186834,0.28918,9.95179,0.0906029,0.126374,0.110881
0.717035,0.176414,9.85364,0.105303,0.110654,0.119138
0.298929,0.357612,9.97725,0.0857534,0.125518,0.0740123
0.499837,0.127884,9.82068,0.112401,0.111968,0.12805
0.374156,0.215891,9.83889,0.129518,0.123628,0.0670723
0.715935,0.217095,9.88926,0.149887,0.107111,0.113608
0.115449,0.270413,9.8695,0.10859,0.106033,0.0831768
0.675298,0.0635873,9.77417,0.111965,0.12286,0.0949041
0.505189,-0.00426221,9.70412,0.0911449,0.128912,0.0983345
0.367532,0.166058,10.0953,0.0780924,0.0946363,0.124983
0.695989,0.182441,9.83418,0.111104,0.0866048,0.0805319
0.422634,0.206933,10.3971,0.108058,0.0702359,0.0938821
0.346788,0.0599736,10.0132,0.1334,0.112438,0.130119
0.517005,0.109061,9.67422,0.11782,0.101847,0.105757
0.536352,0.41672,10.2152,0.101872,0.140841,0.138056
0.623083,0.191499,9.91726,0.0945013,0.142108,0.0683002
0.272744,0.0362316,9.85201,0.0908386,0.105746,0.126607
0.60813,0.159624,10.0228,0.123336,0.138079,0.0894417
0.525676,0.585494,10.1952,0.0646647,0.100389,0.0648286
0.629879,0.0606557,9.59134,0.098991,0.084814,0.0966169
0.663993,-0.0486114,9.82293,0.117917,0.0810422,0.108601
0.424595,0.542104,9.71324,0.0761053,0.112931,0.147297
0.120121,0.368829,10.005,0.0792082,0.136213,0.107477
0.79835,0.341696,10.0198,0.0719488,0.117915,0.101497
0.416826,0.156915,9.68824,0.136929,0.0686081,0.0880415
0.411037,0.122081,9.84274,0.0588459,0.130301,0.0818933
0.658851,0.110627,10.0128,0.122244,0.105055,0.0810115
0.318888,-0.222286,9.85431,0.0577058,0.0963646,0.0630318
0.822455,0.318977,9.87172,0.114484,0.112382,0.11543
0.952763,0.745739,9.66997,0.0996117,0.0950712,0.0920704
0.195355,0.316597,10.0564,0.118829,0.0944025,0.0854222
0.473612,0.323146,9.78234,0.0966061,0.0914423,0.11373
0.68462,0.312897,9.35149,0.09513,0.109383,0.101169
0.459281,0.138761,10.0869,0.110714,0.106307,0.0970421
0.75441,0.451455,9.88871,0.107628,0.0996689,0.101066
0.0447081,0.359495,10.3006,0.131619,0.10298,0.111217
0.377421,0.919289,9.84032,0.121051,0.123544,0.0901239
0.607894,0.0380901,10.173,0.0963746,0.104308,0.127735
0.217454,0.170233,9.51733,0.0875817,0.0786074,0.0923338
0.366209,0.0582134,9.87879,0.0846389,0.0766128,0.0850375
0.407051,-0.0295291,9.59899,0.139588,0.0461863,0.0738159
0.496394,0.537777,10.051,0.109352,0.0692505,0.0777282
0.88055,0.462872,9.58236,0.0701365,0.109871,0.100162
0.433314,0.48288,9.74256,0.0572043,0.118971,0.0738145
0.480262,0.39827,9.81825,0.0923979,0.122986,0.0666778
0.496724,0.36007,9.84483,0.0934402,0.139813,0.0925135
0.053678,0.30394,10.1586,0.0842314,0.0666255,0.0874404
0.492967,0.582292,10.0758,0.092511,0.103246,0.0868357
0.260219,-0.0448108,9.65771,0.0792188,0.0907069,0.053867
0.448499,0.355703,9.51489,0.0877995,0.0846329,0.102194
0.37749,0.295099,10.3,0.0757587,0.095224,0.0943311
0.172701,0.180071,10.2152,0.0640002,0.0775409,0.0807671
0.20219,0.287949,10.0625,0.0734978,0.0912709,0.0769562
0.129,0.243904,9.9774,0.0507998,0.0721953,0.0767087
0.354409,0.231805,9.66182,0.105972,0.107355,0.0553423
0.69906,-0.0672709,9.71665,0.0751661,0.0835414,0.0960403
0.212728,0.225995,9.79532,0.0861754,0.051142,0.0762508
0.300049,0.471585,9.89322,0.0875566,0.0957748,0.0646316
0.458684,-0.055828,9.81432,0.0998046,0.0903508,0.0610142
0.393642,0.297712,9.96916,0.0624325,0.1346,0.0503003
0.188761,0.361297,9.80956,0.0807239,0.0676117,0.0824803
0.398016,0.173721,10.0289,0.11688,0.0788341,0.0941909
0.534991,0.44551,10.0009,0.0585465,0.0881865,0.0935407
0.634391,0.0625457,10.0713,0.0640148,0.0725178,0.0778733
0.296633,0.274939,9.36938,0.0783495,0.0877321,0.094237
0.322747,0.284151,9.49518,0.0779068,0.076739,0.112807
0.329778,-0.144658,9.88762,0.0883088,0.0624635,0.0632196
0.450451,0.0792535,9.65402,0.0612762,0.0653235,0.0918209
0.736776,0.040583,9.91921,0.0496438,0.0429522,0.0766594
0.210316,0.0766123,9.90141,0.0485301,0.0961911,0.0396098
0.34252,-0.133942,10.3696,0.0543406,0.069307,0.101476
0.262852,0.106684,9.60343,0.0775584,0.0972457,0.0682109
0.342802,0.364867,10.1674,0.113931,0.0841265,0.06352
0.253734,0.0683512,9.89339,0.104504,0.0839593,0.0931723
0.318721,-0.269659,9.95371,0.074247,0.0997599,0.0694712
0.494133,0.297652,9.87467,0.0433853,0.0634423,0.0669684
0.383533,0.192277,9.93674,0.0585858,0.0792645,0.0339489
0.308988,0.230806,9.93829,0.0973847,0.0774997,0.100862
0.361651,0.17256,9.71038,0.0702992,0.094146,0.0839353
0.660062,0.101942,9.64733,0.0616322,0.0537459,0.0900851
0.244706,0.528662,10.1005,0.0732503,0.0603191,0.0616488
0.455047,0.338458,10.0004,0.0778362,0.0796116,0.0494711
0.163806,0.100044,10.1692,0.0538624,0.0669079,0.0478237
-0.0531179,0.0792075,9.75088,0.0625662,0.0552329,0.0765581
0.33405,-0.0156947,9.99858,0.0669953,0.055473,0.0829124
0.760235,0.255296,9.81185,0.0816099,0.0967992,0.0629162
0.235442,0.245821,9.92513,0.0849603,0.065082,0.029786
0.502535,-0.170534,9.71877,0.0437077,0.0635251,0.0648624
0.152316,0.391354,9.62723,0.0917861,0.0551672,0.0746386
0.453289,0.465467,9.94663,0.0480391,0.0872552,0.0760234
0.228803,0.11487,9.90386,0.0879676,0.0648674,0.0454618
0.248999,0.366707,9.50185,0.0784732,0.0336594,0.0564921
0.529952,-0.12167,9.82968,0.079684,0.0667517,0.0818591
