timestamp,x,y,z,vx,vy,vz,ax,ay,az,phi,theta,psi
1542356322.302196041,52.0083,19.8129,-0.738462,-0.291055,0.834746,0.174975,-0.0248429,1.02957,-0.185602,-0.202475,-6.06132,-86.1471
1542356322.350232744,52.0632,19.6886,-0.773663,-0.212943,0.711371,0.110408,0.0613098,0.97416,-0.150778,-0.437225,-6.22635,-86.0905
1542356322.398322761,52.0459,19.72,-0.779199,-0.287905,0.716719,-0.00297741,-0.0280254,0.937952,-0.181628,-0.439182,-6.24025,-86.0895
1542356322.441107057,52.0337,19.7515,-0.779382,-0.287084,0.760001,-0.0051029,-0.0215844,1.00051,-0.0742761,-0.439703,-6.2445,-86.0872
1542356322.489227262,52.0201,19.7895,-0.779312,-0.284291,0.809003,-0.00517706,-0.000632622,0.971356,-0.0963206,-0.442395,-6.25563,-86.0856
1542356322.531952603,52.0098,19.8255,-0.778309,-0.268793,0.853049,0.00101844,-0.0191238,0.890071,-0.14607,-0.443496,-6.26916,-86.093
1542356322.580007314,52.0007,19.8675,-0.776723,-0.242709,0.903708,0.00475342,-0.034382,0.975307,-0.209365,-0.445728,-6.27958,-86.0897
1542356322.628108686,52.0274,19.6713,-0.751503,-0.370326,0.585902,0.133173,-0.0815493,0.993816,-0.0475032,-0.175108,-6.10046,-86.0235
1542356322.670987288,52.0114,19.6973,-0.745836,-0.374658,0.625332,0.126678,-0.101037,0.919571,-0.15146,-0.175506,-6.11101,-86.0226
1542356322.718961140,51.9903,19.7269,-0.740109,-0.409207,0.65388,0.113775,-0.0713414,0.894409,-0.197824,-0.169463,-6.12537,-86.0335
1542356322.761760409,52.0177,19.6668,-0.779327,-0.35613,0.594232,0.0637378,-0.0931019,0.987092,-0.114175,0.129348,-6.18583,-86.0938
1542356322.809819488,52.0079,19.6946,-0.783997,-0.281554,0.623175,-0.020922,-0.0747704,0.983539,-0.158104,0.132592,-6.18929,-86.0894
1542356322.857904926,51.9899,19.7244,-0.783572,-0.329424,0.659395,-0.0119066,-0.0928959,1.02885,-0.0826947,0.130584,-6.19287,-86.1001
1542356322.900771873,51.9748,19.7537,-0.783868,-0.341225,0.697566,-0.0135486,-0.074179,0.902007,-0.118046,0.126739,-6.20319,-86.0914
1542356322.948796454,52.0451,19.6525,-0.753279,-0.289051,0.560489,0.00942026,-0.0151346,0.762041,-0.31259,-0.486901,-5.66415,-85.9753
1542356322.991582033,52.0314,19.6647,-0.764437,-0.314529,0.46701,-0.117617,-0.0630739,0.838508,-0.287577,-0.491338,-5.65035,-85.9768
1542356323.039611380,52.0155,19.6855,-0.772375,-0.323797,0.494072,-0.135334,-0.0401011,0.956647,-0.0604739,-0.492541,-5.63319,-85.9767
1542356323.087684689,52.0057,19.7246,-0.772941,-0.27166,0.63733,-0.10467,-0.0225319,0.965866,-0.14901,-0.48425,-5.62414,-85.9786
1542356323.130482841,51.9956,19.7546,-0.776392,-0.260693,0.693581,-0.103181,-0.0571829,1.02914,-0.189948,-0.475724,-5.61154,-85.9749
1542356323.178636085,51.9827,19.7887,-0.781709,-0.265049,0.738086,-0.114356,-0.0351114,0.97094,-0.18064,-0.465317,-5.59857,-85.9629
1542356323.221326440,51.9714,19.8211,-0.786755,-0.263529,0.782027,-0.120731,0.035595,1.02927,-0.149334,-0.463483,-5.57711,-85.9513
1542356323.269378458,51.9604,19.863,-0.792329,-0.252678,0.848459,-0.118367,0.0081441,1.08751,-0.0796093,-0.468425,-5.55035,-85.9336
1542356323.312173428,51.9557,19.9192,-0.797653,-0.202628,0.973842,-0.108951,0.0119382,1.06604,-0.298566,-0.491946,-5.52784,-85.9208
1542356323.360243536,52.1574,19.665,-0.796165,-0.0260048,0.797225,-0.0418795,-0.0568365,1.23052,-0.138929,-0.172342,-5.78408,-86.0047
1542356323.408312836,52.0948,19.6999,-0.788727,-0.647841,0.794633,0.0455954,-0.149095,1.18481,-0.0973624,-0.180099,-5.78473,-85.987
1542356323.451129544,52.1287,19.6501,-0.805526,-0.611955,0.752166,0.0421504,-0.244899,1.17213,-0.0625037,0.0268637,-5.92876,-85.9563
1542356323.499154083,52.0983,19.6873,-0.80299,-0.627565,0.803483,0.0346138,-0.175181,1.12679,-0.279605,0.043825,-5.94607,-85.9429
1542356323.541956283,52.0681,19.7206,-0.799987,-0.664729,0.831946,0.0414951,-0.0787126,1.12568,-0.14542,0.065854,-5.95178,-85.9473
1542356323.590016761,52.0338,19.7622,-0.796802,-0.692267,0.887464,0.0442677,-0.109435,1.11245,-0.121539,0.0782801,-5.96073,-85.9192
1542356323.638107547,52.156,19.65,-0.860967,-0.61193,0.767755,0.00427936,-0.164348,1.17021,-0.149558,0.470421,-6.32863,-85.9371
1542356323.680884177,52.1257,19.6788,-0.848615,-0.662437,0.765085,0.124156,-0.155931,1.19253,-0.138695,0.481663,-6.35511,-85.9249
1542356323.728984644,52.0883,19.7074,-0.834259,-0.738225,0.735191,0.195692,-0.201309,1.09159,-0.0957885,0.485863,-6.35601,-85.9725
1542356323.771779904,52.0564,19.7402,-0.825847,-0.746854,0.780864,0.187036,-0.163765,1.02603,-0.238074,0.505173,-6.38766,-85.9641
1542356323.819812470,52.0224,19.7782,-0.81932,-0.732078,0.828886,0.159331,-0.0724344,1.04667,-0.187059,0.524718,-6.40096,-85.9652
1542356323.867894280,52.2515,19.6755,-0.826109,-0.493009,0.695925,0.11779,-0.164245,0.954305,-0.188269,0.368357,-6.28024,-86.0818
1542356323.910711787,52.2314,19.7062,-0.818839,-0.476931,0.743907,0.125556,-0.115181,1.04153,-0.150191,0.379288,-6.28772,-86.0664
1542356323.958737561,52.2536,19.6782,-0.854416,-0.572289,0.697224,0.0647048,-0.177492,1.04771,-0.112078,0.750121,-6.3765,-86.2005
1542356324.001703537,52.2308,19.7103,-0.842416,-0.575272,0.755259,0.145994,-0.177468,1.03232,-0.174118,0.76339,-6.38367,-86.1907
1542356324.049626733,52.2034,19.7493,-0.814806,-0.589504,0.812028,0.289913,-0.0593854,1.04392,-0.169326,0.764017,-6.36634,-86.1881
1542356324.097715464,52.1706,19.7917,-0.781164,-0.633906,0.862183,0.405268,-0.207546,1.02157,-0.195126,0.764544,-6.36892,-86.1554
1542356324.140574290,52.1364,19.8272,-0.746344,-0.693677,0.88692,0.505714,-0.217176,1.04723,-0.117633,0.775085,-6.39537,-86.1133
1542356324.188612905,52.0911,19.8542,-0.698462,-0.809097,0.866859,0.616003,-0.337559,1.14241,-0.0456264,0.794794,-6.42212,-86.1019
1542356324.231329297,52.0446,19.8638,-0.651716,-0.949617,0.804214,0.645313,-0.24141,1.06582,-0.218554,0.821733,-6.41332,-86.1527
1542356324.279395248,51.9951,19.9045,-0.612125,-0.98643,0.852251,0.668947,-0.163907,1.02056,-0.256051,0.835256,-6.39261,-86.1626
1542356324.327461241,51.9454,19.9503,-0.562164,-1.00264,0.90932,0.768781,-0.137371,1.19356,-0.131987,0.847997,-6.35985,-86.1566
1542356324.370272004,51.8962,19.9986,-0.503055,-1.0495,0.973317,0.923114,-0.205675,1.22744,0.0483293,0.866587,-6.34329,-86.1119
1542356324.418289037,51.8414,20.0425,-0.422474,-1.10931,1.0012,1.09317,-0.0985558,1.09153,-0.198599,0.891899,-6.35348,-86.0462
1542356324.461121839,51.7938,20.0863,-0.375833,-1.11292,1.04414,1.07645,-0.0841693,1.00243,-0.390432,0.873139,-6.36937,-86.0358
1542356324.509212841,51.7421,20.078,-0.268222,-1.19366,0.951297,1.30227,-0.159405,1.09864,-0.332205,0.786365,-6.44445,-86.0347
