x,y,z,vx,vy,vz,phi,theta,psi
1.73811,-0.53938,6.43751,3.99314,-1.70368,1.11634,5.03321,8.73468,9.02903
1.52575,-0.739454,6.26814,4.1501,-1.9961,1.60811,5.13028,8.75099,8.90635
1.45095,-0.552119,6.43364,3.93279,-2.05534,1.85533,5.74009,8.48608,8.63468
1.03785,-0.587977,6.46675,4.39324,-1.77196,1.86097,5.66348,8.37111,8.86566
0.637463,-0.784595,6.60022,4.05471,-1.40638,1.45617,5.64797,8.38265,8.84387
0.698119,-1.18481,7.10027,3.81049,-1.60267,0.801618,5.65395,8.39641,8.99038
0.565294,-1.02705,7.40122,3.90172,-1.72347,0.819393,5.92254,8.99045,8.85091
0.510431,-0.995734,7.61945,3.36551,-1.21907,0.563336,5.90501,8.93949,9.02758
0.797986,-1.30676,7.59948,3.23866,-1.51549,0.911729,6.10342,9.26828,8.9767
0.690936,-1.35513,7.30309,3.17833,-1.31882,0.881336,6.35839,9.39274,9.15076
0.909304,-1.09911,7.29462,2.90259,-1.06013,1.09162,6.39071,9.62396,9.26672
0.802688,-1.35188,7.28486,2.6075,-0.67624,1.51656,6.4315,9.53515,9.46485
0.554503,-1.32406,7.48789,2.58051,-0.94711,1.14537,6.96696,9.45674,9.60298
0.670552,-1.41988,7.62399,2.3982,-0.762292,1.31668,7.01243,9.24363,9.91399
0.995505,-1.32255,7.21243,2.3635,-0.958018,1.24011,7.24149,9.08195,10.4128
1.44405,-1.51493,6.82736,1.74752,-0.765204,1.03697,7.46558,9.21341,10.5661
1.01063,-1.31548,6.89875,1.80853,-1.13804,0.917225,7.87671,9.08482,10.7519
1.28087,-1.92367,6.79856,1.83166,-0.609028,0.911781,8.23872,8.81041,10.6678
1.43853,-2.01143,6.76491,1.73932,-0.811349,0.892819,8.498,8.6517,10.9452
1.5517,-1.91684,6.62536,2.0666,-0.519951,0.872737,8.20432,8.7023,10.7489
1.8014,-1.86054,6.53787,1.88154,-0.685182,0.826826,8.72515,8.49589,10.8453
1.93999,-1.76806,6.2227,2.44179,-0.938781,0.713701,8.41465,8.46019,10.987
2.07772,-1.53562,6.58447,2.51458,-1.35114,0.460846,8.58959,8.80722,11.0015
1.70227,-1.74559,6.4032,2.57337,-1.20164,-0.221366,8.84626,9.18155,11.2342
1.75328,-1.72048,6.3996,2.29372,-0.714916,-0.0488848,8.86563,9.53451,11.3522
1.70591,-2.09453,6.27142,2.21317,-0.842035,0.0152791,8.79389,9.68847,11.4349
1.69246,-2.32797,6.07397,2.12306,-0.348027,-0.321538,8.84225,9.54103,11.5541
1.50139,-2.36257,6.25208,1.95102,-0.261323,-0.272491,8.77102,9.5817,11.4744
1.47218,-1.72766,6.36691,1.85507,0.020888,-0.0493418,9.226,9.70163,11.766
1.57295,-1.7071,6.32282,1.85688,-0.218962,-0.0723985,9.03511,9.90167,11.898
1.58414,-1.61515,6.06367,1.22933,-0.374814,-0.195418,9.02622,9.8891,11.8048
1.8309,-1.60119,6.50091,1.12499,0.156218,0.134513,8.87447,10.0412,11.7635
1.462,-1.6118,6.28432,1.45378,0.349462,-0.348976,8.76281,10.4295,11.9679
1.64539,-1.71957,6.18494,1.22448,0.3571,0.111829,8.8324,10.3312,11.9278
1.75442,-1.69562,5.84624,0.265062,0.678681,-0.0117337,8.88331,10.3622,11.6762
1.40928,-2.08564,5.69606,-0.138672,0.494518,0.00904462,9.00371,10.2975,11.904
1.49679,-2.44388,6.02215,0.0146836,0.815204,0.0832688,9.31056,10.1165,12.0746
1.42596,-2.75767,5.88351,-0.151436,0.45857,-0.0939595,9.50402,9.78602,12.0077
1.6167,-2.62284,5.93425,0.076702,0.25781,0.356323,9.56283,9.90637,12.0776
1.75778,-2.86902,6.14595,-0.173756,0.00351158,-0.163683,9.66383,10.0758,12.1159
1.88213,-2.98571,6.28328,-0.527633,-0.40531,-0.614874,9.86152,9.86396,12.2439
1.59499,-3.15762,6.05231,-0.0530412,-0.55441,-0.870762,9.8865,9.90985,12.3433
1.48068,-3.4117,6.03419,0.05616,-0.484329,-1.03114,9.85988,9.85965,12.1486
1.53833,-3.83088,5.76137,-0.0298565,-0.485406,-1.07795,9.838,9.86751,12.2945
1.47328,-3.82326,5.96364,0.554427,-0.511465,-0.894172,9.69054,9.92018,12.112
1.43921,-3.79424,5.87943,0.347271,-0.716338,-1.10335,9.93952,9.99719,12.3749
1.106,-3.80129,6.05696,0.545807,-1.19976,-1.75556,10.4248,9.68369,12.3846
1.03149,-3.61144,6.20075,0.152216,-1.42837,-1.79774,10.6046,9.53191,12.1476
0.875106,-3.64272,6.12282,0.501223,-1.90372,-1.89667,10.4862,9.64141,12.3982
0.718276,-3.32175,5.74464,0.712267,-2.00308,-1.63555,10.714,9.73453,12.2778
0.974456,-3.01378,5.96398,0.978254,-1.86413,-1.52302,10.7695,9.76649,12.3243
0.909568,-3.12192,6.25715,1.1079,-1.58727,-1.14397,10.9375,9.82029,12.3269
1.05422,-3.28645,6.43663,0.941476,-1.77247,-1.14342,11.1752,10.0728,12.2904
1.13729,-3.32713,6.26057,1.36559,-0.934983,-0.911177,11.0711,10.2625,12.2572
0.7479,-3.46364,6.25018,1.09032,-1.05171,-0.98558,11.2371,10.0161,12.2189
0.727268,-3.44872,6.1034,1.49081,-1.01631,-0.499869,11.3764,10.157,12.3522
0.754933,-3.60563,6.12522,1.15284,-1.14457,-0.917276,11.4036,10.1981,12.2498
0.695707,-3.53791,6.03789,1.63382,-1.19248,-0.818912,11.5305,10.032,12.5052
0.680791,-3.24217,6.09598,2.16024,-1.67088,-0.932279,11.3775,10.2852,12.6806
0.499202,-3.30748,6.36611,2.2545,-1.43618,-0.525097,12.0216,10.2517,12.6126
0.32626,-3.3849,6.3418,2.1792,-1.85689,-0.665265,12.0308,10.5915,12.5293
0.510962,-3.31752,5.73172,1.99259,-2.20673,-0.441789,11.9049,10.1401,12.8451
0.448905,-3.41084,5.92988,2.20989,-2.29177,-0.281594,12.0637,10.099,12.6703
0.300426,-3.22234,5.65742,2.58008,-2.26674,-0.232573,12.1782,9.7607,12.8337
0.489559,-3.30987,5.51267,2.44779,-2.23358,-0.206646,12.4993,9.59534,13.1059
0.324069,-3.43877,5.66164,2.6479,-1.93549,-0.108968,12.3928,9.76626,13.4306
0.38414,-3.55511,5.77243,2.38969,-2.03438,-0.572216,12.6182,9.90711,13.3033
0.361945,-3.49889,5.68087,2.10657,-2.2738,-0.626206,12.7465,10.0495,13.5178
0.833406,-3.70499,5.88735,1.66443,-2.62432,-0.442077,12.6446,9.97597,13.4392
1.13216,-3.97269,5.9717,2.08231,-2.78241,-0.482507,12.7871,9.96088,13.5131
1.05091,-3.64507,5.6692,2.13994,-2.80246,-0.550602,13.0565,10.0522,13.6847
1.12789,-3.67541,6.08024,2.20794,-2.1929,0.106691,12.8931,10.42,13.5977
1.33028,-3.76783,6.17587,1.8451,-1.70448,-0.119115,12.9312,10.3868,13.411
1.04708,-3.63166,6.18638,1.49868,-1.88309,-0.142347,13.2333,10.2657,13.0388
0.923002,-3.78033,6.29408,1.44275,-2.06088,-0.686136,13.2119,10.4705,12.9436
0.807256,-3.96412,6.04725,1.62829,-1.75615,-0.459246,13.7339,10.3608,12.9589
1.03713,-3.78084,5.9921,1.33782,-2.13721,-0.659753,13.704,10.1415,13.1434
1.33156,-3.96243,5.86883,0.922109,-2.01524,-0.603808,13.7894,10.1624,13.3583
1.21493,-3.81067,6.08606,0.806692,-1.84605,-0.900562,13.6521,10.2417,13.5707
1.00539,-3.65432,5.79374,1.02604,-2.28373,-1.24258,13.8214,10.2201,13.5261
1.33226,-3.38948,6.25476,1.18603,-2.45003,-1.71758,13.9619,10.086,13.6257
1.43601,-3.28476,6.63355,1.63237,-2.49507,-1.96261,13.9404,10.2486,13.6788
1.58595,-3.30499,6.49847,1.80055,-2.36462,-1.67665,13.7791,10.5608,13.6772
1.32126,-3.38172,6.52324,1.58966,-2.52979,-1.51828,13.4309,10.1077,13.7948
1.21883,-3.35414,6.81129,1.61535,-2.68309,-1.77962,13.3526,10.148,14.1384
1.35298,-3.21068,6.94153,1.66383,-2.3543,-1.60517,13.5919,10.0696,14.468
1.01697,-3.21189,6.7502,2.04262,-2.88265,-1.73755,13.5251,10.0635,14.6242
0.906099,-3.11027,6.67432,2.33098,-2.60426,-1.41066,13.6427,10.3624,14.8339
0.771712,-2.94719,6.84808,1.65278,-2.33285,-1.6389,13.9226,10.9373,14.8701
0.777194,-2.74168,6.81302,1.22142,-2.75484,-1.2801,13.5111,11.0557,14.9626
0.654622,-2.54356,6.71703,1.44593,-2.21235,-1.10327,13.1235,10.701,15.068
0.949475,-2.34607,6.47608,1.37794,-2.60219,-0.813172,12.9899,10.3642,15.37
1.05767,-2.36,6.27396,1.4242,-2.48368,-0.658265,13.1485,10.5076,15.4687
0.710219,-2.37896,6.35724,2.00969,-2.89711,-0.805737,13.1258,10.3635,15.4051
0.600211,-2.17898,6.27914,2.03537,-2.69675,-0.768395,13.5159,10.7728,15.1771
0.68727,-2.22972,6.35048,2.26892,-3.07885,-0.250971,13.5449,10.7697,15.1833
0.74272,-2.4536,6.48615,2.20151,-2.67581,0.0902975,13.7433,10.8964,15.1871
0.735344,-2.04726,6.41261,2.26778,-2.38503,0.0222178,13.6959,10.9742,15.646
0.435991,-2.0542,5.93128,2.38155,-2.12325,0.180891,13.7084,11.1822,15.7345
0.427265,-2.05519,6.2978,2.82645,-2.27864,-0.150202,13.4643,11.382,15.9308
0.477212,-1.97727,6.78148,3.02006,-1.91661,-0.406585,13.8378,11.4015,15.886
0.447832,-1.92184,6.53273,3.34267,-1.96636,-0.492328,13.8405,11.2008,15.7643
0.356599,-2.09864,6.50093,3.74818,-1.68087,-0.173848,14.0991,11.2205,15.9059
0.465156,-2.19164,6.48684,3.73979,-1.00114,0.0756874,14.1756,11.2183,15.8562
0.627142,-1.8044,6.40849,3.52414,-1.17025,0.00589944,14.2868,11.3865,15.7553
0.549621,-1.89547,6.7706,3.56972,-0.643425,0.338293,14.3393,11.4748,15.7405
0.360495,-1.82827,6.88859,3.48582,-0.845484,-0.125451,14.3192,11.5718,15.3053
0.224923,-1.33747,7.10141,3.83753,-0.951161,-0.354524,13.9474,11.5664,15.4595
0.111519,-1.18232,6.76125,3.44232,-0.700579,-0.637692,13.888,11.5641,15.139
-0.0927834,-0.991426,7.01635,3.64841,-0.787309,-0.943951,14.0987,11.6065,14.7231
-0.172641,-1.1576,7.04276,4.04216,-0.437625,-0.742411,14.2943,11.7681,15.0747
-0.160699,-1.14665,7.10676,3.81093,0.267419,-1.31299,14.141,11.5657,15.3207
-0.294529,-1.13344,7.31504,3.63145,0.588759,-1.07052,14.1398,11.7789,15.425
-0.326726,-1.04285,7.31834,3.79882,1.33605,-1.03661,14.3213,11.9036,15.707
-0.268067,-1.05187,7.2616,4.00423,1.1353,-0.976275,14.5763,11.6692,15.576
0.0384654,-1.25592,7.33932,3.64981,1.03811,-1.13228,14.4138,11.7697,15.5627
0.0845241,-1.28696,7.25638,3.48986,0.856898,-1.04579,14.2853,11.9601,15.4485
0.15954,-1.35994,7.2203,3.21727,0.983438,-0.229504,14.5908,11.7887,15.8186
-0.020976,-1.36684,7.22497,2.94172,0.881497,-0.155598,14.9218,11.7663,15.6907
-0.21848,-1.37718,7.32545,2.73305,1.38964,0.0539906,14.8228,11.785,16.021
-0.0316797,-1.38822,7.32744,2.78979,1.17089,0.478048,14.8649,11.852,16.2661
0.246251,-1.27954,7.82067,2.58087,0.626124,0.530885,14.9925,12.2792,16.9781
0.250656,-0.933159,7.86594,2.77778,1.07738,0.294226,14.9492,12.5548,16.8451
0.136165,-0.915241,8.04601,2.99749,0.987284,0.0447162,15.4643,12.8521,16.91
0.0366181,-0.662861,7.83987,3.01304,1.02317,-0.237228,15.7196,12.8961,17.0758
0.24617,-0.909443,7.68795,3.47907,1.44604,-0.0418267,15.7273,12.7718,16.9523
0.276858,-0.761242,8.10573,3.38359,1.00399,-0.0894256,16.0501,12.814,16.9063
0.431458,-0.484389,7.90304,3.799,1.1324,-0.402521,16.2346,12.9233,17.2958
0.561198,-0.4,8.07976,3.50939,1.18762,-0.790925,16.3863,13.0459,17.6801
0.931339,-0.32148,8.05388,3.53151,1.6223,-1.04899,15.8896,12.9378,18.1873
0.615903,-0.181523,8.00416,3.6815,1.42207,-1.21081,16.0577,12.9655,18.2735
1.18944,-0.375788,8.11324,3.32605,1.45289,-1.41572,16.0108,12.9756,18.3077
1.12618,-0.281987,7.87206,3.30892,1.78329,-1.82091,15.7557,13.0508,18.4969
1.09657,-0.245765,7.93695,3.26164,1.54369,-1.3889,15.7811,13.3076,18.6161
1.28855,-0.32515,7.93965,2.94214,1.69953,-1.29529,15.6764,13.7633,18.835
1.16032,-0.41795,8.13052,3.18575,1.41817,-1.07698,15.3747,13.5899,18.8323
1.18261,-0.279287,7.8966,3.35162,1.05043,-0.80144,16.0009,13.515,18.7186
1.03603,-0.250251,7.9042,3.18363,0.778661,-0.573844,16.3812,13.7804,18.6549
1.1449,-0.236222,8.07832,2.9741,0.927969,-0.201355,16.2922,13.9066,18.9669
0.804129,0.185915,8.37372,3.27433,1.06017,-0.31315,16.3356,13.9724,19.1652
0.65479,0.249662,8.31108,2.72769,2.03225,-0.856497,16.0816,13.8891,19.4102
0.881746,0.345359,8.15829,2.25993,1.50413,-0.98373,16.2847,13.9454,19.2253
0.939175,-0.00571677,8.0969,1.96383,1.65433,-1.17329,16.2739,14.1186,19.3135
0.876981,-0.218134,8.21078,1.81063,2.10317,-1.37412,15.9176,14.2191,19.4278
0.690351,-0.261635,8.32872,1.28519,2.09147,-1.55878,16.2042,14.1776,19.6012
0.736718,-0.268859,8.25538,1.17428,1.81951,-1.40939,15.8894,14.4018,19.9205
0.588867,-0.221344,8.0463,1.58124,1.63219,-1.2867,16.2212,14.6045,20.1418
0.581739,-0.262181,8.2937,1.30856,1.67347,-0.849323,15.8099,14.6337,20.781
0.555493,-0.643355,8.14886,0.83691,1.77989,-1.12091,15.748,14.9782,20.6568
0.640847,-0.361118,8.26146,0.136274,1.82273,-1.32528,15.7906,15.0825,20.8101
0.775974,-0.200802,8.28094,0.4378,1.32924,-1.30981,15.696,15.2762,20.9757
0.779007,-0.281001,8.25083,0.811464,0.957203,-1.24732,15.6506,14.7135,21.2801
0.48476,-0.350527,7.90588,0.414745,1.08206,-1.91432,15.8091,14.7157,21.2012
0.781374,0.0660078,7.99396,0.352237,1.16565,-1.77801,15.9939,14.46,21.3041
0.467314,0.330052,8.27053,0.759414,0.824398,-1.48978,16.145,14.3062,21.5264
0.744493,0.335245,8.28236,1.03054,1.06031,-1.61127,16.3343,14.6912,21.307
0.599514,0.419912,8.79079,1.31046,1.62139,-1.68838,16.017,14.7713,21.5145
0.58903,0.439422,8.8193,0.850072,1.43,-1.64677,16.0267,14.5709,21.6691
0.400662,0.433569,9.02023,0.762366,1.93186,-1.34031,15.9926,14.5549,21.6062
0.316282,0.446962,8.97016,1.02595,1.60286,-1.49995,16.4901,14.7944,21.3998
0.347862,0.466696,8.49176,1.18455,1.46718,-1.40477,16.7397,14.652,21.5
0.443305,0.433105,8.27322,0.727113,1.71881,-1.02332,16.7504,14.5854,21.8285
0.363083,0.45353,8.19919,0.649209,2.27286,-0.856062,16.7375,14.4894,22.1792
0.449976,0.323519,8.26014,0.860691,2.53379,-0.761848,16.8944,14.2402,22.6217
0.505525,0.776751,7.9039,0.72259,2.43068,-0.893887,16.9253,14.4886,22.4851
1.05597,0.20228,7.33573,0.719983,2.97856,-0.607293,17.2328,14.696,22.7735
1.48557,0.123038,7.33099,1.12783,2.86671,-0.437853,17.5805,14.7169,23.0002
1.4967,0.227598,7.33005,1.16118,2.31433,-0.460104,17.3569,14.6001,23.1213
1.77263,0.140933,7.38756,1.25485,2.09533,-0.957608,17.3005,14.4085,23.2327
1.88126,0.134594,7.51299,1.46861,1.82839,-1.47365,17.6303,14.5338,23.2519
2.00785,0.525909,7.32894,1.81283,1.38582,-1.37366,18.1003,14.5028,23.1273
2.12197,0.408481,7.52991,1.77793,1.31976,-1.12665,18.08,14.2558,23.193
1.82528,0.388512,7.8358,1.99806,1.69781,-1.0531,18.2722,14.3363,23.3523
1.75735,0.526828,7.91206,2.04789,1.42901,-1.16758,18.3114,14.4375,23.3147
1.53672,0.357595,8.13222,1.87765,1.00253,-1.29312,18.3249,14.6277,23.4306
1.76361,0.269767,8.24639,2.01471,0.92877,-1.25854,18.7483,14.7365,23.401
1.48933,0.421798,8.20474,2.11947,0.90761,-1.7867,18.7952,14.9234,23.3234
1.71915,0.34866,8.59682,2.21312,0.853851,-1.87747,18.8645,15.0844,23.4053
1.97359,0.175366,8.77187,1.85634,0.82241,-2.00217,18.7481,15.1427,23.5533
1.7859,-0.0127994,8.81489,1.81064,0.961,-2.29948,18.8941,15.3108,23.8352
1.79016,-0.104433,8.79403,1.84043,1.13702,-2.8211,19.0775,15.438,23.8359
1.6538,-0.186705,9.01687,1.74674,1.67445,-2.46974,19.1903,15.4079,23.9557
1.52122,-0.492607,8.82639,1.98838,2.39036,-2.18753,19.1514,15.6855,24.154
1.71989,-0.45448,8.78796,1.98092,2.12472,-2.1121,19.2254,15.633,23.8463
1.81585,-0.205958,8.58253,2.77648,2.25747,-2.43879,19.303,15.3728,24.19
1.71218,0.020465,8.66037,2.04655,2.21234,-3.07985,19.7008,15.1876,23.822
1.52925,0.103261,8.57451,2.43936,1.88021,-2.84831,19.873,15.426,24.0939
1.25985,-0.0341652,8.27995,2.25151,1.43896,-2.88569,20.2594,15.2759,24.3171
1.20258,0.0591799,8.6225,2.34742,1.75613,-2.51217,20.0665,15.594,24.3955
1.32638,-0.0100392,8.63973,2.24819,2.08176,-2.52883,20.3153,15.7513,24.4596
1.51443,0.32447,8.93634,2.03851,1.97191,-2.99829,20.3511,15.8264,24.2737
1.25383,0.567524,9.16497,2.08892,1.80153,-2.86316,20.2505,15.824,24.418
1.42073,0.618813,9.19143,2.14665,1.4911,-3.28882,20.416,15.8474,24.5246
1.76861,0.856035,9.25266,2.34649,1.32545,-3.32732,20.4508,15.845,24.6061
1.59087,0.91946,9.39295,2.28302,1.47487,-3.85801,20.3034,15.7101,24.1021
1.81055,0.929331,9.27108,2.59043,0.961861,-3.96802,20.5293,16.0704,23.8659
1.95592,0.915591,9.16129,2.77895,0.713473,-3.80488,20.5312,16.3066,24.0181
1.78791,1.11137,9.25246,3.08856,0.878014,-3.64313,21.0182,16.4042,24.3772
1.59316,1.39675,9.57491,3.00637,1.04288,-3.48784,21.041,16.057,24.421
1.76192,1.65129,9.80839,2.71922,0.486795,-4.03667,21.2806,15.9666,24.1913
1.58631,1.96851,9.55342,2.43921,0.937371,-3.91008,21.6598,16.2344,24.3503
1.58674,2.15347,9.4024,1.97227,1.05368,-3.89568,21.9292,16.4255,24.4529
1.26727,1.9472,9.5586,2.14724,0.83474,-3.92333,21.6954,16.4265,24.5778
1.186,1.80722,10.0184,2.05905,0.80331,-3.60852,21.6883,16.3877,24.6441
1.01499,1.65555,10.1117,2.56253,0.877837,-4.18545,21.8818,16.3988,24.7297
0.865076,1.56905,10.2298,2.25433,1.37104,-4.37423,22.0301,16.106,24.8355
0.771316,1.65005,10.2054,2.20195,1.24562,-4.43859,21.9114,16.5459,24.8532
1.05445,1.56122,10.1477,2.04358,1.42308,-4.59644,21.86,16.4754,24.9694
0.732896,1.22649,9.8466,1.95846,1.45051,-4.83814,21.8843,16.5902,24.9393
0.8118,1.2005,9.89851,2.20145,1.35117,-4.53719,22.0901,16.4886,25.2218
0.98928,1.46946,9.98805,2.02396,1.53255,-4.58211,22.1988,16.3218,25.644
0.938837,1.69847,10.1828,1.93313,1.90618,-4.54029,22.5432,16.1746,25.5681
1.14137,1.71175,10.1687,2.49334,1.91065,-4.02756,22.4754,15.974,25.7314
1.28724,1.71751,10.2614,2.76928,2.5338,-4.01961,23.0135,15.6228,25.4529
1.358,1.59216,10.0689,2.55864,2.97349,-3.64671,23.0159,15.999,25.7917
1.31785,1.66162,10.2203,2.27209,2.94847,-3.39946,23.0526,15.7842,25.7279
1.45599,1.74021,10.2832,2.67721,2.32064,-3.33383,23.269,15.8574,25.8122
1.42991,1.71172,10.2734,2.7743,2.19502,-3.27276,23.1768,15.3197,26.0186
1.57689,1.67207,9.71176,3.02573,1.9829,-3.58628,23.0185,15.3486,26.0852
1.51689,1.72166,9.75399,3.08048,1.97594,-3.69069,23.2316,15.7131,26.2984
1.64109,1.48615,9.98841,3.58463,1.84195,-3.69252,23.2279,15.9927,26.4275
1.41257,1.36718,9.81878,3.69443,2.11208,-3.76668,23.5132,16.3424,26.8472
1.55865,1.66815,9.97699,3.41988,2.06101,-3.40798,23.5028,16.6485,26.7868
1.57934,1.65284,10.3707,3.41113,1.95351,-3.18425,23.243,16.6262,27.0192
1.74131,1.37759,10.4948,3.59828,1.88341,-3.13563,22.9433,16.5528,27.2562
1.52331,1.67109,10.309,3.82195,2.13749,-2.4787,22.9791,16.4702,27.3907
1.3867,1.49953,9.90436,3.58327,2.06012,-2.19016,23.0986,16.7057,27.3099
1.08272,1.64346,10.0178,3.88455,2.35912,-1.61366,23.1319,16.7633,27.4855
1.0416,1.4816,9.89336,4.06319,2.24121,-2.08751,23.2256,16.8056,27.3917
1.01279,1.29698,9.70121,3.98786,2.08032,-2.03536,23.3699,16.7525,27.7868
1.0699,1.38378,9.74342,4.36781,1.89117,-2.43733,23.5118,16.78,28.3192
0.959162,1.39584,9.70847,4.26238,1.82402,-3.01856,23.2412,16.6084,28.4768
0.991002,1.73693,9.58186,4.03127,1.85614,-3.00133,23.6159,16.8691,28.9495
1.07994,1.82745,9.56157,4.06681,1.55485,-2.87174,23.6005,17.0518,29.1815
0.94089,1.68177,9.81114,3.92861,1.29871,-2.64261,23.627,17.1546,29.0904
0.829858,2.0945,9.76912,4.34019,1.16153,-2.59518,23.9167,17.3116,29.2376
1.22913,2.05566,9.96324,4.5509,1.25324,-3.19622,23.864,17.6575,29.7361
1.2566,2.23242,10.2172,5.03154,0.836921,-3.46089,24.2096,17.9169,29.9633
1.344,2.37514,10.0965,4.82506,0.572632,-3.33542,24.3599,17.7883,29.8278
1.43224,2.48675,9.90837,4.85811,0.980032,-3.16282,24.4798,18.1974,29.895
1.77365,2.33313,9.89467,5.04385,0.943456,-2.79851,24.6564,18.3029,29.8317
1.62471,2.06866,9.59372,4.67483,1.56855,-2.99701,25.0312,18.1629,30.2493
1.37696,2.04529,9.76741,3.98699,1.63927,-2.68745,25.2415,18.2212,30.4709
0.878326,2.12341,9.72369,3.9071,1.39569,-2.60755,25.3671,18.5303,30.1127
1.0381,2.22207,9.49446,3.26242,1.29657,-2.37222,25.7278,18.8052,30.636
1.08,2.1133,9.75309,2.78263,0.699929,-2.73905,25.7266,18.6678,31.0207
1.34192,2.33284,9.77846,2.82184,0.586325,-2.65354,25.831,19.0153,30.8884
1.24798,2.51545,9.89809,3.16104,1.06737,-2.31942,26.3322,19.1302,30.7829
1.29314,2.20303,10.0662,3.21483,1.0802,-2.18341,26.5408,19.1703,30.8154
1.28429,2.03703,10.1732,3.47238,0.530959,-2.1021,26.7524,19.1956,31.0489
1.59857,1.71286,10.1837,3.16458,0.67962,-2.8372,26.5121,19.3792,30.964
1.64539,1.83673,9.93418,2.82878,1.3132,-2.92181,26.5897,19.3256,31.011
1.38991,1.90932,9.84881,3.07695,0.948519,-3.03963,26.7023,19.7372,30.962
1.19849,1.98212,9.72013,4.03729,0.766643,-3.45067,27.0323,19.7117,30.9899
1.14815,1.66795,9.82181,4.03398,1.00779,-3.46214,26.6989,19.2297,31.302
1.24191,1.63949,9.76379,4.05719,1.32653,-3.44753,26.7608,19.1621,31.3258
1.41084,1.83511,9.54866,3.79358,1.18023,-3.68806,26.5288,19.0997,31.349
1.22159,1.91545,9.44993,3.39544,0.980693,-3.73628,26.4707,19.183,31.4033
1.18122,1.86333,8.92681,3.31184,0.518945,-3.81082,26.5533,19.0641,31.5468
1.42186,1.77173,8.33603,3.48206,0.276128,-4.21129,26.3873,18.9945,31.5649
1.1765,1.68364,8.21132,3.69956,0.599368,-4.19731,26.0235,19.0384,31.554
1.05315,1.79035,8.38865,3.69951,0.275635,-4.12801,26.0084,19.0727,31.5461
1.14851,1.94672,8.43675,3.68383,-0.255788,-4.19069,25.8152,19.3857,31.8832
1.10984,1.93847,8.17496,3.72562,-0.143047,-4.34994,25.7868,19.7648,31.8875
0.927605,2.08276,7.89303,3.8782,-0.506015,-4.06226,25.8669,19.9241,31.961
1.03754,1.80572,8.01007,3.80029,-0.634527,-3.75589,25.7664,19.6798,31.9893
1.13512,1.90746,7.96369,3.46625,-0.328364,-4.18969,26.079,19.5787,31.9981
1.22795,2.02001,7.89736,3.33557,-0.0874875,-4.39444,25.8313,19.6274,31.7129
1.18161,1.85571,7.93043,3.12506,0.609591,-3.98899,25.7979,19.8491,31.6023
1.19154,2.09575,8.21152,3.56304,0.452062,-3.55577,25.8586,19.8739,31.8359
1.05874,2.22403,8.2177,3.75695,0.853691,-3.46808,26.1037,19.9937,31.6666
1.22414,2.02113,8.58355,3.22354,0.870926,-3.92334,26.0618,19.9964,31.8137
1.5093,2.19424,8.70493,2.47448,1.09772,-4.49283,26.0441,19.8483,32.0063
1.80402,2.47816,8.34269,2.57327,0.812953,-4.01066,26.1467,19.7596,32.0409
1.79689,2.28142,8.27242,2.35671,0.699758,-4.15882,26.4049,19.8373,32.0483
1.68429,2.51853,8.06796,2.62843,1.40294,-4.04356,26.7661,19.8903,32.099
1.85107,2.34049,8.1559,3.02701,0.948264,-4.20975,26.9783,19.6358,32.0886
1.92823,2.24493,8.31367,3.55791,0.828817,-4.5536,26.9611,19.562,32.233
1.98349,1.77713,8.56554,3.14623,1.15248,-5.26154,27.2876,19.7996,32.3156
1.95987,1.78014,8.47443,3.17366,0.981035,-5.1348,27.4131,19.6458,32.5074
2.15569,1.89296,8.29778,3.58661,1.35794,-5.5405,27.6479,19.8244,32.7423
2.07788,1.61441,8.282,3.97202,1.0828,-5.97403,27.6656,19.9037,32.6957
2.29761,1.56161,8.27209,3.9922,1.37193,-5.96875,27.9082,19.7854,32.8321
1.84637,1.59118,8.14853,3.6462,1.45038,-5.91165,27.7155,19.6918,32.7297
2.1665,1.65021,7.87078,2.96312,1.31889,-5.55755,27.3895,19.9246,32.846
2.38324,2.0674,8.02063,2.70414,0.999137,-5.8068,27.5743,19.9654,32.6011
2.699,2.59826,7.81878,2.83788,1.01045,-6.07799,27.5903,19.872,32.7974
2.75575,2.93716,7.8048,3.22828,1.1605,-6.3999,27.3754,19.6944,32.8602
2.95686,2.68197,7.87329,3.70479,1.19302,-6.57152,27.232,19.5982,33.1385
2.84556,2.32135,7.95497,3.53182,0.749108,-6.66468,27.6706,19.2315,33.4714
2.79759,2.40762,7.74121,3.9551,0.405711,-6.34826,27.5722,19.2365,33.2939
2.7076,2.47879,7.60298,4.14501,0.2313,-6.14681,27.5711,19.1834,33.526
2.80309,2.26545,7.41813,3.86949,0.158094,-6.53017,27.9173,19.0097,33.6783
2.75684,2.60239,7.43368,4.42325,0.283313,-6.69246,28.3427,18.8867,33.7073
2.47838,2.63633,7.23541,4.68668,0.403776,-6.41556,28.4929,19.1208,33.6552
2.3193,2.22423,7.11704,4.27164,0.327427,-6.82512,28.6909,18.8903,33.6069
2.45138,2.0465,6.74804,4.35591,0.13014,-7.18303,28.6849,18.7694,33.2554
2.59285,1.88211,6.62351,4.19802,0.248422,-6.82682,28.6457,19.0607,33.3408
2.57308,1.92287,6.43572,3.92064,0.700802,-7.22261,28.746,19.1494,33.28
2.3536,2.1289,6.95882,3.92109,0.453568,-6.47721,29.1752,19.1534,33.3564
