x,y,z,vx,vy,vz,phi,theta,psi
-0.169612,0.742402,-0.512972,0.827662,0.811761,1.05299,5.65804,1.58072,10.8013
-0.165474,0.746461,-0.507707,0.832398,0.810823,1.05478,5.69887,1.61791,10.8519
-0.161312,0.750515,-0.502433,0.836517,0.809247,1.05692,5.73475,1.66324,10.8946
-0.15713,0.754561,-0.497149,0.842541,0.808711,1.06023,5.77594,1.70148,10.9312
-0.275604,0.595931,-0.262195,0.709757,0.599391,1.33587,7.90366,2.46746,9.46174
-0.272056,0.598928,-0.255516,0.716071,0.594432,1.33886,7.94657,2.51332,9.51491
-0.268475,0.6019,-0.248822,0.720371,0.591387,1.34099,7.99412,2.55302,9.57158
-0.264873,0.604857,-0.242117,0.726791,0.587683,1.34359,8.04428,2.58339,9.62786
-0.261239,0.607796,-0.235399,0.732892,0.584591,1.34599,8.09147,2.61812,9.67782
-0.257575,0.610719,-0.228669,0.740872,0.578379,1.34987,8.13765,2.66044,9.73547
-0.253871,0.613611,-0.22192,0.747987,0.574918,1.35195,8.18615,2.7059,9.79246
-0.250131,0.616486,-0.21516,0.754215,0.570812,1.35508,8.22824,2.74362,9.84347
-0.24636,0.61934,-0.208385,0.75957,0.568519,1.3564,8.27236,2.78316,9.8968
-0.242562,0.622183,-0.201603,0.76537,0.565813,1.36021,8.32392,2.81765,9.9556
-0.238735,0.625012,-0.194802,0.770674,0.561579,1.36274,8.37245,2.85434,10.0109
-0.234882,0.62782,-0.187988,0.775813,0.558564,1.36645,8.42201,2.90039,10.0668
0.429114,1.32278,-0.178545,1.61181,1.43572,1.37448,4.98466,6.49496,10.4667
0.437173,1.32996,-0.171673,1.62243,1.43604,1.37642,5.03663,6.52809,10.5112
0.445285,1.33714,-0.16479,1.63261,1.43907,1.37984,5.08622,6.56783,10.5623
0.453448,1.34434,-0.157891,1.64336,1.44254,1.38431,5.13311,6.61821,10.6101
0.461665,1.35155,-0.15097,1.65249,1.44399,1.38595,5.18318,6.65606,10.6705
0.469928,1.35877,-0.14404,1.66378,1.44528,1.38771,5.23153,6.69268,10.7177
0.478247,1.366,-0.137101,1.6741,1.44745,1.39059,5.28313,6.73036,10.7721
0.486617,1.37323,-0.130148,1.68437,1.4493,1.39395,5.33636,6.76809,10.8251
0.495039,1.38048,-0.123178,1.6951,1.45112,1.39673,5.38973,6.81254,10.8854
0.503515,1.38774,-0.116195,1.70578,1.45296,1.40039,5.44566,6.84799,10.9375
0.512044,1.395,-0.109193,1.71659,1.45355,1.40435,5.50545,6.8953,10.9858
0.520627,1.40227,-0.102171,1.72824,1.45597,1.40594,5.55822,6.93537,11.0408
-0.0341317,0.560124,-0.755247,1.03488,0.361391,0.574327,7.60016,7.35034,5.45653
-0.0289572,0.561931,-0.752376,1.04502,0.357671,0.577585,7.66219,7.39547,5.51021
-0.0237321,0.56372,-0.749488,1.05403,0.354744,0.578654,7.71953,7.43839,5.56542
-0.0184619,0.565494,-0.746595,1.06433,0.350717,0.576598,7.77619,7.47949,5.62885
-0.0131403,0.567247,-0.743712,1.07313,0.346793,0.578655,7.82348,7.52401,5.67706
-0.00777474,0.568981,-0.740819,1.08206,0.341875,0.578052,7.876,7.55505,5.73021
-0.00236452,0.57069,-0.737928,1.09339,0.337056,0.578324,7.9377,7.58725,5.77962
0.00310247,0.572376,-0.735036,1.10363,0.332622,0.580441,7.98804,7.62047,5.81489
0.00862062,0.574039,-0.732134,1.11649,0.328388,0.580519,8.03879,7.66165,5.87399
0.0142031,0.575681,-0.729232,1.12769,0.326355,0.58051,8.10046,7.70302,5.92712
0.0198414,0.577313,-0.726329,1.1371,0.322584,0.579091,8.1536,7.74229,5.98618
0.025527,0.578926,-0.723434,1.1463,0.320252,0.579783,8.20924,7.78282,6.03757
0.448116,0.854709,-1.42906,1.7006,0.690631,-0.336713,6.38474,8.57605,9.38494
0.456619,0.858162,-1.43075,1.71136,0.687048,-0.338304,6.43792,8.61545,9.4342
0.465176,0.861597,-1.43244,1.72406,0.684759,-0.340125,6.48733,8.64739,9.48365
0.473796,0.865021,-1.43414,1.73478,0.68352,-0.340879,6.54915,8.69064,9.53751
0.48247,0.868439,-1.43584,1.74809,0.683097,-0.343143,6.60548,8.73371,9.5901
0.491211,0.871854,-1.43756,1.761,0.683988,-0.343861,6.66598,8.77029,9.64133
0.500016,0.875274,-1.43928,1.77232,0.685395,-0.346484,6.71321,8.81068,9.69409
0.508878,0.878701,-1.44101,1.78384,0.683476,-0.347372,6.76953,8.85598,9.75238
0.517797,0.882118,-1.44275,1.79759,0.683673,-0.349715,6.82734,8.89611,9.8123
0.526785,0.885537,-1.4445,1.81133,0.682938,-0.352396,6.88087,8.9425,9.86158
0.535841,0.888952,-1.44626,1.82519,0.682997,-0.354085,6.94055,8.98234,9.91915
0.544967,0.892367,-1.44803,1.83894,0.681789,-0.356433,6.99126,9.02613,9.96918
0.550674,1.22172,-1.67104,1.80561,1.11415,-0.639976,5.77275,2.92987,11.0041
0.559702,1.22729,-1.67424,1.81629,1.11555,-0.64262,5.82347,2.96927,11.0615
0.568784,1.23287,-1.67745,1.82431,1.11704,-0.643501,5.87562,3.00743,11.1182
0.577905,1.23845,-1.68067,1.83299,1.11807,-0.645647,5.92945,3.04583,11.1853
0.58707,1.24404,-1.6839,1.84044,1.11857,-0.646423,5.99527,3.0894,11.2456
0.596272,1.24964,-1.68713,1.8485,1.1205,-0.647224,6.03706,3.13837,11.2928
0.605515,1.25524,-1.69036,1.85765,1.12103,-0.64899,6.08329,3.18891,11.3439
0.614803,1.26085,-1.69361,1.86616,1.12177,-0.65075,6.13991,3.23995,11.4075
0.624134,1.26645,-1.69686,1.87673,1.1237,-0.651167,6.19342,3.28489,11.4672
0.633518,1.27207,-1.70012,1.88432,1.12363,-0.650598,6.2499,3.32238,11.5278
0.64294,1.27769,-1.70337,1.89311,1.12362,-0.653078,6.30584,3.36973,11.5864
0.652406,1.28331,-1.70664,1.90051,1.12466,-0.65445,6.35774,3.41207,11.6319
0.771743,1.95092,-2.14311,2.07378,2.00255,-1.24317,8.97936,5.58928,9.19031
0.782112,1.96094,-2.14932,2.08556,2.00363,-1.24778,9.04299,5.64289,9.25337
0.79254,1.97096,-2.15556,2.09596,2.00549,-1.25303,9.10211,5.68542,9.3145
0.803021,1.98098,-2.16183,2.10623,2.00601,-1.25526,9.15556,5.72518,9.37828
0.813552,1.99101,-2.1681,2.11799,2.00478,-1.25926,9.21492,5.7659,9.43883
0.824141,2.00104,-2.1744,2.12876,2.00651,-1.26259,9.2674,5.80762,9.48366
0.834785,2.01107,-2.18071,2.13781,2.00815,-1.26649,9.32613,5.86495,9.55205
0.845475,2.02111,-2.18704,2.14829,2.00822,-1.27053,9.38078,5.90946,9.61738
0.856216,2.03115,-2.1934,2.15825,2.00796,-1.27381,9.44432,5.94803,9.67836
0.867008,2.04119,-2.19977,2.16826,2.00833,-1.27609,9.50806,5.98708,9.73861
0.877849,2.05124,-2.20615,2.17909,2.00991,-1.28012,9.55741,6.03537,9.7974
0.888745,2.06128,-2.21255,2.18912,2.0103,-1.28351,9.5994,6.08034,9.84692
1.46939,1.54775,-1.7586,2.97778,1.297,-0.65286,8.62269,5.05301,10.4131
1.48428,1.55424,-1.76186,2.98938,1.29566,-0.655329,8.68909,5.09346,10.474
1.49923,1.56072,-1.76514,3.00149,1.29344,-0.656417,8.74214,5.14704,10.5395
1.51424,1.56718,-1.76842,3.01457,1.29168,-0.659514,8.79571,5.20001,10.6055
1.52931,1.57364,-1.77172,3.0267,1.29092,-0.660916,8.85436,5.24293,10.6693
1.54444,1.5801,-1.77502,3.03858,1.29065,-0.663823,8.91474,5.28321,10.7251
1.55964,1.58655,-1.77834,3.05087,1.28793,-0.667009,8.96935,5.32517,10.7953
1.57489,1.59299,-1.78168,3.06187,1.28857,-0.670416,9.02164,5.36346,10.8579
1.5902,1.59943,-1.78503,3.07416,1.28652,-0.672476,9.07759,5.39371,10.9078
1.60557,1.60586,-1.78839,3.08786,1.28805,-0.674091,9.13732,5.44025,10.9703
1.62101,1.6123,-1.79176,3.09837,1.28678,-0.675805,9.19909,5.48871,11.0246
1.6365,1.61874,-1.79514,3.1134,1.28565,-0.678949,9.26327,5.53393,11.0829
2.02859,1.31394,-1.24147,3.68541,0.854267,0.088492,9.58165,10.3211,12.1739
2.04702,1.31821,-1.24103,3.70335,0.854029,0.0883167,9.63977,10.3665,12.2385
2.06553,1.32248,-1.24059,3.72012,0.851439,0.0868447,9.70871,10.4123,12.2989
2.08413,1.32674,-1.24015,3.73862,0.849007,0.0859662,9.77379,10.4595,12.3616
2.10283,1.33099,-1.23972,3.75638,0.847592,0.0850769,9.83753,10.5047,12.4318
2.12161,1.33523,-1.2393,3.77294,0.846055,0.0833333,9.91675,10.5424,12.5033
2.14047,1.33946,-1.23888,3.79288,0.845255,0.081016,9.98459,10.5921,12.5744
2.15944,1.34368,-1.23847,3.81142,0.842664,0.078247,10.056,10.6364,12.6404
2.1785,1.3479,-1.23808,3.83018,0.840708,0.0769892,10.1184,10.6837,12.698
2.19765,1.3521,-1.2377,3.8496,0.837578,0.0748281,10.19,10.7305,12.7601
2.2169,1.35629,-1.23732,3.86717,0.834842,0.0737745,10.2535,10.7656,12.8208
2.23623,1.36046,-1.23696,3.88636,0.832141,0.0731892,10.3122,10.8158,12.8903
2.19853,0.0274082,-1.15643,3.82489,-1.07044,0.181824,9.4373,11.0767,11.2822
2.21766,0.0220559,-1.15552,3.84603,-1.07727,0.179956,9.50576,11.1201,11.3518
2.23689,0.0166697,-1.15462,3.86427,-1.08267,0.179412,9.58296,11.1675,11.4005
2.25621,0.0112563,-1.15373,3.88266,-1.08883,0.179739,9.63595,11.2145,11.468
2.27562,0.00581223,-1.15283,3.90268,-1.09684,0.17775,9.68946,11.2526,11.528
2.29514,0.000328102,-1.15194,3.92074,-1.10128,0.175393,9.74972,11.3009,11.5979
2.31474,-0.00517836,-1.15106,3.93868,-1.1075,0.173626,9.81249,11.3413,11.6599
2.33443,-0.0107157,-1.15019,3.95683,-1.11444,0.172403,9.87979,11.3853,11.7278
2.35422,-0.016288,-1.14933,3.97405,-1.11982,0.171675,9.9473,11.4288,11.7925
2.37409,-0.021887,-1.14847,3.99419,-1.12689,0.169971,10.0139,11.4635,11.8545
2.39406,-0.0275213,-1.14762,4.01288,-1.13511,0.166911,10.0842,11.502,11.914
2.41412,-0.0331968,-1.14679,4.03146,-1.14222,0.164683,10.1554,11.5401,11.976
3.28119,0.962682,-0.79238,5.2528,0.308552,0.68201,9.45559,8.21026,15.93
3.30745,0.964225,-0.78897,5.27326,0.308439,0.683023,9.52464,8.25483,15.9861
3.33382,0.965767,-0.785555,5.292,0.306888,0.684392,9.59447,8.29429,16.0474
3.36028,0.967301,-0.782133,5.31258,0.305374,0.686979,9.66382,8.33824,16.1067
3.38684,0.968828,-0.778698,5.33237,0.305772,0.687839,9.72488,8.37505,16.1653
3.41351,0.970357,-0.775259,5.35194,0.303491,0.688576,9.78802,8.42505,16.2172
3.44027,0.971875,-0.771816,5.37175,0.302447,0.690381,9.84489,8.47085,16.2764
3.46712,0.973388,-0.768364,5.39125,0.302624,0.690941,9.90526,8.5177,16.3293
3.49408,0.974901,-0.764909,5.41255,0.299719,0.693779,9.97347,8.56899,16.3984
3.52114,0.976399,-0.76144,5.43196,0.298002,0.693516,10.0343,8.62172,16.4493
3.5483,0.977889,-0.757973,5.45216,0.296062,0.693076,10.0982,8.66271,16.5101
3.57557,0.979369,-0.754507,5.47161,0.29507,0.694235,10.1701,8.70957,16.5736
4.1621,2.13508,-1.13493,6.32488,1.9585,0.125654,12.8637,11.2936,12.8051
4.19373,2.14487,-1.1343,6.3504,1.95821,0.123361,12.9316,11.341,12.8735
4.22548,2.15466,-1.13368,6.37686,1.95922,0.121634,13.0006,11.3822,12.9385
4.25737,2.16446,-1.13307,6.40237,1.95791,0.120016,13.0677,11.4126,13.0136
4.28938,2.17425,-1.13247,6.42747,1.95881,0.117587,13.1345,11.4493,13.0767
4.32152,2.18404,-1.13189,6.45361,1.95861,0.115525,13.2053,11.484,13.1504
4.35379,2.19384,-1.13131,6.48011,1.95973,0.111649,13.2669,11.5214,13.2134
4.38619,2.20364,-1.13075,6.50513,1.95993,0.10967,13.337,11.5521,13.2869
4.41871,2.21343,-1.1302,6.53015,1.95898,0.106473,13.4046,11.5885,13.3532
4.45136,2.22323,-1.12967,6.55472,1.96095,0.102952,13.4747,11.621,13.4142
4.48414,2.23304,-1.12916,6.58047,1.9597,0.099825,13.5388,11.6586,13.4833
4.51704,2.24283,-1.12866,6.605,1.95971,0.098171,13.5959,11.6984,13.5525
3.18395,2.04708,-0.0140159,4.58843,1.64558,1.7623,13.5246,7.24073,14.3676
3.2069,2.05531,-0.00520435,4.60529,1.64377,1.76624,13.5786,7.29464,14.4372
3.22992,2.06353,0.00362699,4.62038,1.63955,1.76892,13.6391,7.33002,14.5069
3.25303,2.07173,0.0124715,4.63653,1.63643,1.77234,13.7079,7.37732,14.5728
3.27621,2.07991,0.0213333,4.65263,1.63556,1.77579,13.7846,7.41994,14.6352
3.29947,2.08809,0.0302123,4.67083,1.63191,1.78026,13.8514,7.46159,14.7118
3.32283,2.09625,0.0391136,4.68665,1.6293,1.78292,13.9072,7.5025,14.7736
3.34626,2.1044,0.0480283,4.70293,1.62714,1.78397,13.9775,7.54468,14.8358
3.36978,2.11253,0.0569483,4.71848,1.62499,1.78902,14.0449,7.57358,14.9082
3.39337,2.12066,0.0658936,4.73471,1.6213,1.79222,14.1098,7.61091,14.9739
3.41704,2.12876,0.0748548,4.75404,1.6202,1.79595,14.1822,7.65428,15.0373
3.44081,2.13687,0.0838347,4.77166,1.61698,1.79848,14.255,7.6948,15.1098
3.05914,1.85674,-0.482639,4.1911,1.18337,0.938348,14.8115,8.96163,15.4946
3.0801,1.86266,-0.477947,4.21017,1.17969,0.939379,14.8797,8.99407,15.5688
3.10115,1.86856,-0.473251,4.22882,1.1759,0.938847,14.94,9.02517,15.6384
3.12229,1.87444,-0.468557,4.2464,1.17111,0.940695,15.0034,9.06859,15.7128
3.14353,1.88029,-0.463853,4.26374,1.16751,0.940362,15.0747,9.10681,15.7867
3.16484,1.88613,-0.459151,4.28201,1.16297,0.94193,15.1431,9.14858,15.8595
3.18625,1.89195,-0.454442,4.30046,1.15888,0.942112,15.2051,9.19021,15.9174
3.20776,1.89774,-0.449731,4.31542,1.15642,0.941477,15.2691,9.23481,15.9827
3.22933,1.90352,-0.445024,4.33338,1.15295,0.942472,15.3424,9.27897,16.059
3.251,1.90929,-0.440311,4.35198,1.14911,0.942951,15.4077,9.31674,16.1258
3.27276,1.91504,-0.435597,4.369,1.14417,0.944125,15.4799,9.35877,16.1969
3.2946,1.92076,-0.430876,4.38746,1.13942,0.944067,15.5506,9.398,16.2611
1.67289,2.50972,-1.24337,1.90244,2.01281,-0.277289,13.8509,7.54837,12.8602
1.6824,2.51979,-1.24475,1.91053,2.01108,-0.278886,13.9087,7.58651,12.9279
1.69195,2.52984,-1.24615,1.91968,2.00889,-0.282809,13.98,7.63654,12.9922
1.70155,2.53989,-1.24756,1.92786,2.0089,-0.283595,14.0456,7.68513,13.0753
1.71119,2.54993,-1.24898,1.93539,2.00773,-0.284852,14.1103,7.7323,13.1546
1.72087,2.55997,-1.2504,1.94322,2.00688,-0.286937,14.176,7.7734,13.2299
1.73058,2.57001,-1.25184,1.95068,2.00583,-0.290755,14.2377,7.8195,13.3029
1.74034,2.58003,-1.25329,1.9578,2.00445,-0.29362,14.302,7.85712,13.383
1.75012,2.59006,-1.25476,1.96697,2.00412,-0.296024,14.3725,7.90612,13.4533
1.75996,2.60008,-1.25624,1.97211,2.00098,-0.298143,14.4461,7.94863,13.5167
1.76982,2.61008,-1.25773,1.98114,1.99841,-0.300202,14.4966,7.98797,13.5759
1.77972,2.62007,-1.25923,1.99022,1.99475,-0.303406,14.5621,8.02452,13.6402
1.65422,1.86159,-0.820017,1.78993,0.843797,0.361764,11.9294,8.02328,17.3132
1.66317,1.86581,-0.818208,1.79886,0.841456,0.362538,11.9922,8.06306,17.3818
1.67217,1.87002,-0.816396,1.80509,0.838803,0.361268,12.0634,8.11253,17.4552
1.68119,1.87421,-0.81459,1.81537,0.835171,0.361973,12.132,8.14835,17.5242
1.69027,1.87839,-0.81278,1.82419,0.830417,0.361169,12.1967,8.19655,17.5859
1.69939,1.88254,-0.810974,1.83264,0.828583,0.359994,12.2637,8.23233,17.6506
1.70855,1.88668,-0.809174,1.84073,0.82696,0.362177,12.3224,8.27149,17.7295
1.71776,1.89082,-0.807363,1.8502,0.826092,0.361452,12.3825,8.31766,17.7927
1.72701,1.89495,-0.805556,1.86018,0.823125,0.362695,12.4503,8.36209,17.8576
1.73631,1.89906,-0.803743,1.86803,0.819874,0.362577,12.5187,8.40049,17.9313
1.74565,1.90316,-0.80193,1.8775,0.815629,0.362525,12.5851,8.44556,18.0078
1.75504,1.90724,-0.800118,1.88764,0.813203,0.361735,12.6518,8.49406,18.0892
1.05203,1.00209,-0.339994,0.856023,-0.585017,1.05302,14.5849,15.3524,19.6701
1.05631,0.999169,-0.334729,0.870062,-0.59244,1.05325,14.6591,15.3883,19.7331
1.06066,0.996208,-0.329463,0.883331,-0.599385,1.05407,14.7387,15.4288,19.8003
1.06508,0.993211,-0.324192,0.894792,-0.60672,1.05445,14.823,15.4674,19.8794
1.06955,0.990177,-0.31892,0.908961,-0.614497,1.05606,14.892,15.5045,19.9401
1.0741,0.987105,-0.31364,0.921664,-0.621102,1.05683,14.9708,15.5377,20.0216
1.07871,0.983999,-0.308356,0.935445,-0.627773,1.05754,15.0461,15.577,20.092
1.08338,0.98086,-0.303068,0.948606,-0.634864,1.0578,15.1163,15.6122,20.1596
1.08813,0.977687,-0.297779,0.96139,-0.64018,1.05741,15.1937,15.6495,20.2337
1.09293,0.974486,-0.292492,0.975999,-0.645748,1.05701,15.2614,15.6845,20.2998
1.09781,0.971257,-0.287207,0.991025,-0.652846,1.05579,15.3412,15.7323,20.3722
1.10277,0.967993,-0.281928,1.00504,-0.658528,1.05523,15.42,15.7705,20.4483
0.694231,0.592171,0.30801,0.335845,-1.25884,1.97043,15.1337,8.47824,20.5515
0.695911,0.585877,0.317862,0.34434,-1.26938,1.97348,15.2098,8.50531,20.626
0.697633,0.57953,0.327729,0.350006,-1.27848,1.9769,15.2643,8.55817,20.6862
0.699383,0.573138,0.337613,0.355632,-1.29009,1.97958,15.3339,8.59356,20.7623
0.701161,0.566688,0.347511,0.36211,-1.30156,1.98299,15.3966,8.63985,20.8304
0.702972,0.56018,0.357426,0.368758,-1.31106,1.98614,15.4573,8.68219,20.9069
0.704815,0.553624,0.367357,0.375221,-1.32259,1.99056,15.5301,8.72026,20.9878
0.706691,0.547011,0.37731,0.383738,-1.33161,1.99496,15.5985,8.75792,21.0515
0.708609,0.540353,0.387285,0.388816,-1.34229,1.9969,15.6641,8.80357,21.1157
0.710553,0.533641,0.397269,0.396578,-1.35203,2.00023,15.7311,8.84549,21.192
0.712536,0.526881,0.40727,0.403257,-1.36315,2.00357,15.8058,8.88221,21.2706
0.714553,0.520066,0.417288,0.409985,-1.37377,2.00649,15.8778,8.92188,21.3409
0.645511,0.738941,0.184639,0.328056,-1.04312,1.6289,18.3067,11.3342,20.993
0.647151,0.733725,0.192784,0.33731,-1.05413,1.63036,18.3758,11.3711,21.0725
0.648838,0.728455,0.200935,0.346595,-1.0655,1.63129,18.4421,11.4034,21.1345
0.650572,0.723127,0.209092,0.355318,-1.07566,1.63233,18.5086,11.4415,21.2093
0.652349,0.717749,0.217254,0.365684,-1.08708,1.63414,18.5738,11.4652,21.283
0.654177,0.712313,0.225424,0.375493,-1.09774,1.63733,18.6426,11.4948,21.3517
0.656054,0.706824,0.233611,0.384285,-1.10769,1.63839,18.7177,11.5296,21.4265
0.657976,0.701286,0.241803,0.393819,-1.11954,1.63992,18.7836,11.5622,21.4952
0.659945,0.695688,0.250003,0.404582,-1.13122,1.64153,18.8554,11.606,21.57
0.661968,0.690032,0.258211,0.415451,-1.14263,1.64369,18.9228,11.6432,21.6362
0.664045,0.684319,0.266429,0.424636,-1.15379,1.64696,18.9875,11.6775,21.7
0.666168,0.67855,0.274664,0.43446,-1.16705,1.64868,19.062,11.713,21.78
0.59769,0.775339,0.774956,0.311786,-1.01364,2.42697,16.9279,9.55308,19.6322
0.599249,0.77027,0.787091,0.317541,-1.02356,2.43025,16.9935,9.59319,19.7066
0.600836,0.765152,0.799243,0.325122,-1.0334,2.43559,17.0598,9.62043,19.7666
0.602462,0.759986,0.81142,0.332157,-1.04567,2.44006,17.1365,9.64563,19.8406
0.604123,0.754757,0.823621,0.339853,-1.05525,2.44322,17.1913,9.68702,19.9117
0.605822,0.749481,0.835837,0.347342,-1.06611,2.44624,17.268,9.73466,19.9988
0.607558,0.74415,0.848068,0.354903,-1.07732,2.44906,17.339,9.77803,20.0732
0.609333,0.738764,0.860313,0.361275,-1.08849,2.45402,17.4046,9.81149,20.1391
0.61114,0.733321,0.872584,0.36932,-1.09756,2.45683,17.465,9.84713,20.2117
0.612986,0.727834,0.884868,0.376193,-1.10829,2.46087,17.538,9.89048,20.2863
0.614868,0.722292,0.897172,0.383763,-1.12017,2.46601,17.605,9.92132,20.3673
0.616786,0.716691,0.909502,0.390631,-1.13225,2.47077,17.6707,9.96022,20.4328
0.966044,0.947598,1.58784,0.980645,-0.763133,3.52119,18.4562,14.4512,20.7903
0.970947,0.943782,1.60545,0.992852,-0.772828,3.52717,18.5292,14.4827,20.86
0.975911,0.939918,1.62308,1.00678,-0.781917,3.53293,18.6037,14.5228,20.9322
0.980945,0.936008,1.64075,1.0214,-0.790919,3.53815,18.6756,14.5647,21.0004
0.986052,0.932054,1.65844,1.0357,-0.802701,3.54368,18.7633,14.6011,21.0751
0.99123,0.928041,1.67616,1.04821,-0.811695,3.55219,18.8479,14.6446,21.155
0.996471,0.923982,1.69392,1.06135,-0.822005,3.55901,18.9262,14.6847,21.2244
1.00178,0.919872,1.71171,1.07761,-0.832166,3.56587,19.0011,14.7291,21.2939
1.00717,0.915712,1.72954,1.09013,-0.843332,3.57171,19.0804,14.7753,21.3613
1.01262,0.911495,1.7474,1.10404,-0.853607,3.57754,19.1589,14.8131,21.4407
1.01814,0.907227,1.76529,1.11944,-0.862801,3.58304,19.2212,14.8573,21.5071
1.02373,0.902914,1.7832,1.13171,-0.871722,3.58673,19.2885,14.8958,21.5838
1.01315,0.952209,2.91613,1.10938,-0.820585,5.35681,20.7953,12.5032,18.8466
1.01869,0.948106,2.94292,1.12199,-0.834719,5.36491,20.8713,12.5378,18.9244
1.0243,0.943932,2.96974,1.13529,-0.845412,5.37653,20.9485,12.5706,18.9919
1.02998,0.939705,2.99663,1.14793,-0.857039,5.38873,21.0176,12.5945,19.0628
1.03572,0.93542,3.02357,1.15879,-0.868444,5.39841,21.0887,12.6273,19.1485
1.04151,0.931079,3.05056,1.17197,-0.881494,5.40753,21.1657,12.6633,19.2265
1.04737,0.926671,3.0776,1.18469,-0.895272,5.41839,21.2432,12.693,19.3006
1.0533,0.922195,3.10469,1.19704,-0.908653,5.42896,21.3332,12.7314,19.3773
1.05928,0.917652,3.13184,1.21202,-0.921219,5.44127,21.4095,12.7744,19.452
1.06534,0.913046,3.15905,1.22403,-0.935249,5.45144,21.4795,12.7997,19.5295
1.07146,0.908369,3.18631,1.23754,-0.95037,5.46145,21.5505,12.8296,19.597
1.07765,0.903618,3.21361,1.25085,-0.964156,5.47268,21.6187,12.8594,19.6724
2.99543,0.41677,2.04432,4.3124,-1.73468,3.57158,23.1621,15.0001,21.1299
3.01699,0.408096,2.06218,4.33582,-1.74959,3.57535,23.2432,15.0276,21.209
3.03867,0.399349,2.08005,4.35943,-1.76651,3.57732,23.3236,15.0611,21.29
3.06047,0.390516,2.09794,4.38427,-1.78016,3.58268,23.4035,15.0928,21.3685
3.08239,0.381616,2.11585,4.40737,-1.79648,3.58552,23.4728,15.1173,21.4495
3.10442,0.372633,2.13378,4.43216,-1.81167,3.58901,23.552,15.1391,21.5349
3.12659,0.363575,2.15173,4.45472,-1.82591,3.59094,23.6285,15.168,21.6127
3.14886,0.354446,2.16968,4.47842,-1.84109,3.59649,23.7149,15.1959,21.6842
3.17125,0.34524,2.18766,4.50342,-1.85638,3.60055,23.7853,15.22,21.7575
3.19377,0.335958,2.20566,4.52757,-1.87264,3.60391,23.867,15.2494,21.839
3.2164,0.326595,2.22368,4.55346,-1.88828,3.60719,23.9431,15.276,21.9102
3.23917,0.317153,2.24172,4.57803,-1.90327,3.61009,24.0196,15.2949,21.988
3.93573,0.842718,1.65015,5.64494,-1.03408,2.66365,20.7989,11.1583,26.4646
3.96395,0.837548,1.66346,5.66668,-1.04227,2.66723,20.8705,11.1892,26.5318
3.99229,0.832337,1.6768,5.69122,-1.05121,2.66881,20.9482,11.2191,26.617
4.02074,0.827081,1.69014,5.71411,-1.06136,2.67222,21.0262,11.2521,26.6947
4.04931,0.821774,1.70351,5.73893,-1.07067,2.67526,21.0932,11.2797,26.7668
4.07801,0.81642,1.71688,5.7616,-1.07868,2.67872,21.1786,11.3082,26.8391
4.10682,0.811027,1.73028,5.78545,-1.08885,2.68238,21.2516,11.3416,26.9129
4.13575,0.805582,1.74369,5.80858,-1.09819,2.68408,21.3181,11.371,26.9827
4.16479,0.800091,1.75711,5.83421,-1.10769,2.68682,21.3885,11.4057,27.0527
4.19396,0.794553,1.77054,5.85723,-1.11706,2.68722,21.4668,11.4367,27.1221
4.22325,0.788967,1.78398,5.88172,-1.12662,2.6879,21.5424,11.467,27.1876
4.25266,0.783334,1.79742,5.90516,-1.13608,2.69032,21.6217,11.4901,27.2695
4.64713,0.250791,0.563158,6.50601,-2.00876,0.691838,23.9038,10.686,24.617
4.67966,0.240748,0.566617,6.52894,-2.02362,0.685035,23.9688,10.7043,24.6875
4.71231,0.23063,0.570042,6.55427,-2.03751,0.681534,24.0358,10.7268,24.7634
4.74508,0.220442,0.57345,6.57866,-2.0524,0.676057,24.1096,10.7638,24.8422
4.77797,0.21018,0.57683,6.60483,-2.06585,0.671158,24.1762,10.7907,24.9058
4.811,0.199851,0.580186,6.63085,-2.07911,0.665167,24.2512,10.8229,24.9926
4.84415,0.189455,0.583511,6.65605,-2.09342,0.660599,24.329,10.8592,25.0707
4.87743,0.178988,0.586814,6.68105,-2.10645,0.655279,24.4065,10.8872,25.1526
4.91083,0.168456,0.590091,6.70806,-2.11999,0.648378,24.476,10.9068,25.2309
4.94438,0.157856,0.593333,6.7349,-2.13451,0.643273,24.542,10.9406,25.3015
4.97805,0.147183,0.59655,6.76058,-2.14815,0.639052,24.6161,10.9699,25.3838
5.01185,0.136442,0.599745,6.78572,-2.16144,0.635825,24.6893,11.0077,25.4666
5.13134,0.719983,0.59242,6.95709,-1.19801,0.621273,22.9167,12.67,27.7145
5.16613,0.713993,0.595526,6.98457,-1.20688,0.617409,22.9855,12.6892,27.784
5.20105,0.707959,0.598613,7.01092,-1.21548,0.613298,23.0562,12.7123,27.8617
5.23611,0.701881,0.60168,7.03793,-1.22652,0.608554,23.1328,12.7448,27.9422
5.2713,0.695749,0.604723,7.06489,-1.2349,0.604368,23.2151,12.7711,28.0104
5.30662,0.689574,0.607745,7.09239,-1.24423,0.600144,23.2923,12.8038,28.0897
5.34208,0.683353,0.610746,7.11815,-1.25321,0.595598,23.3591,12.8397,28.1679
5.37768,0.677088,0.613724,7.14675,-1.2621,0.592608,23.4285,12.8556,28.2534
5.41341,0.670777,0.616687,7.17329,-1.27252,0.590148,23.4928,12.876,28.3197
5.44928,0.664415,0.619637,7.19958,-1.28114,0.585648,23.5699,12.9091,28.3997
