timestamp,x,y,z,vx,vy,vz,phi,theta,psi
1542356380.674123156,0,0,0,0,0.46903,0,0,0,0
1542356380.694136355,0,0,0,0,0.46903,0,0,0,0
1542356380.748372000,93.9158,22.9883,-2.1723,0,0,0,-0.899531,-4.8797,-70.1253
1542356380.754130596,0,0,0,0,0.46903,0,0,0,0
1542356380.794122730,0,0,0,0,0.556651,0,0,0,0
1542356380.934103154,0,0,0,0,0.556651,0,0,0,0
1542356380.974113529,0,0,0,0,0.556651,0,0,0,0
1542356381.014111640,0,0,0,0,0.70784,0,0,0,0
1542356381.034120662,0,0,0,0,0.70784,0,0,0,0
1542356381.050789000,94.1126,23.0282,-2.13434,0,0,0,-1.10925,-4.38656,-70.25
1542356381.114117799,0,0,0,0,0.70784,0,0,0,0
1542356381.151584000,94.13,23.0489,-2.15537,0,0,0,-0.8581,-4.82929,-70.098
1542356381.234118081,0,0,0,0,0.763963,0,0,0,0
1542356381.252393000,94.1992,23.0848,-2.15658,0,0,0,-0.769814,-4.92998,-70.1649
1542356381.314108381,0,0,0,0,0.763963,0,0,0,0
1542356381.374114089,0,0,0,0,0.763963,0,0,0,0
1542356381.414121015,0,0,0,0,0.711276,0,0,0,0
1542356381.454113744,0,0,0,0,0.711276,0,0,0,0
1542356381.453980000,94.4218,23.1856,-2.06532,0,0,0,-2.07088,-4.61747,-70.5493
1542356381.494112281,0,0,0,0,0.711276,0,0,0,0
1542356381.534120105,0,0,0,0,0.711276,0,0,0,0
1542356381.554769000,94.4786,23.2107,-2.06844,0,0,0,-2.07078,-4.71722,-70.4858
1542356381.574143956,0,0,0,0,0.711276,0,0,0,0
1542356381.614121369,0,0,0,0,0.667752,0,0,0,0
1542356381.654147162,0,0,0,0,0.667752,0,0,0,0
1542356381.714107965,0,0,0,0,0.667752,0,0,0,0
1542356381.774112959,0,0,0,0,0.667752,0,0,0,0
1542356381.814110547,0,0,0,0,0.730175,0,0,0,0
1542356381.834125706,0,0,0,0,0.730175,0,0,0,0
1542356381.874111362,0,0,0,0,0.730175,0,0,0,0
1542356381.914124793,0,0,0,0,0.730175,0,0,0,0
1542356381.974109504,0,0,0,0,0.730175,0,0,0,0
1542356382.054129226,0,0,0,0,0.816078,0,0,0,0
1542356382.094128886,0,0,0,0,0.816078,0,0,0,0
1542356382.154119700,0,0,0,0,0.816078,0,0,0,0
1542356382.159563000,94.8606,23.2373,-2.13476,0,0,0,-1.88538,-4.72632,-73.3944
1542356382.260395000,94.9149,23.2636,-2.1353,0,0,0,-1.73951,-4.76868,-74.3445
1542356382.354120266,0,0,0,0,0.883655,0,0,0,0
1542356382.394130209,0,0,0,0,0.927752,0,0,0,0
1542356382.434120631,0,0,0,0,0.927752,0,0,0,0
1542356382.514121067,0,0,0,0,0.927752,0,0,0,0
1542356382.574109466,0,0,0,0,0.927752,0,0,0,0
1542356382.614122764,0,0,0,0,0.92317,0,0,0,0
1542356382.654129093,0,0,0,0,0.92317,0,0,0,0
1542356382.663575000,95.2893,23.3025,-2.11112,0,0,0,-0.46628,-4.29014,-78.4345
1542356382.734104687,0,0,0,0,0.92317,0,0,0,0
1542356382.764370000,95.3823,23.3164,-2.11724,0,0,0,0.0305403,-4.51832,-78.9973
1542356382.814119142,0,0,0,0,0.933478,0,0,0,0
1542356382.865162000,95.4156,23.3375,-2.1304,0,0,0,0.150247,-4.62832,-79.2673
1542356382.914141867,0,0,0,0,0.933478,0,0,0,0
1542356382.974148190,0,0,0,0,0.933478,0,0,0,0
1542356382.965971000,95.5617,23.3801,-2.13073,0,0,0,-0.872659,-4.60847,-78.4949
1542356383.034127081,0,0,0,0,0.95295,0,0,0,0
1542356383.066785000,95.5686,23.3677,-2.11501,0,0,0,-1.03984,-4.62636,-78.3078
1542356383.114125116,0,0,0,0,0.95295,0,0,0,0
1542356383.154114292,0,0,0,0,0.95295,0,0,0,0
1542356383.214112850,0,0,0,0,1.03255,0,0,0,0
1542356383.268364000,95.7178,23.388,-2.13958,0,0,0,-0.953859,-5.14854,-78.0876
1542356383.334106091,0,0,0,0,1.03255,0,0,0,0
1542356383.369185000,96.0145,23.4512,-2.16901,0,0,0,-0.945518,-5.15621,-78.7039
1542356383.414108316,0,0,0,0,1.05088,0,0,0,0
1542356383.469965000,96.1396,23.4927,-2.17848,0,0,0,-0.669797,-5.2892,-78.9472
1542356383.554104542,0,0,0,0,1.05088,0,0,0,0
1542356383.570762000,96.2266,23.5257,-2.18377,0,0,0,-0.720422,-5.41295,-79.1934
1542356383.671566000,96.312,23.5547,-2.19353,0,0,0,-0.699615,-5.38774,-79.4169
1542356383.674114901,0,0,0,0,1.11502,0,0,0,0
1542356383.714125530,0,0,0,0,1.11502,0,0,0,0
1542356383.734107915,0,0,0,0,1.11502,0,0,0,0
1542356383.754120717,0,0,0,0,1.11502,0,0,0,0
1542356383.814123525,0,0,0,0,1.13163,0,0,0,0
1542356383.894122926,0,0,0,0,1.13163,0,0,0,0
1542356383.934119496,0,0,0,0,1.13163,0,0,0,0
1542356383.973968000,96.6409,23.6058,-2.21803,0,0,0,-0.484402,-5.33646,-79.6983
1542356384.014111910,0,0,0,0,1.14537,0,0,0,0
1542356384.114124292,0,0,0,0,1.14537,0,0,0,0
1542356384.194123782,0,0,0,0,1.18431,0,0,0,0
1542356384.234107315,0,0,0,0,1.18431,0,0,0,0
1542356384.274091250,0,0,0,0,1.18431,0,0,0,0
1542356384.276379000,96.93,23.6346,-2.24278,0,0,0,-0.416678,-5.14733,-79.6993
1542356384.314110904,0,0,0,0,1.18431,0,0,0,0
1542356384.374115266,0,0,0,0,1.18431,0,0,0,0
1542356384.454123013,0,0,0,0,1.19749,0,0,0,0
1542356384.477985000,97.0682,23.6963,-2.26896,0,0,0,-0.324385,-5.20151,-80.083
1542356384.534119241,0,0,0,0,1.19749,0,0,0,0
1542356384.554123037,0,0,0,0,1.19749,0,0,0,0
1542356384.614137264,0,0,0,0,1.28339,0,0,0,0
1542356384.674119705,0,0,0,0,1.28339,0,0,0,0
1542356384.714119499,0,0,0,0,1.28339,0,0,0,0
1542356384.679584000,97.338,23.7574,-2.21433,0,0,0,-1.08104,-4.61377,-80.7944
1542356384.754108022,0,0,0,0,1.28339,0,0,0,0
1542356384.780370000,97.4341,23.7709,-2.2231,0,0,0,-1.01087,-4.77816,-80.7415
1542356384.874116957,0,0,0,0,1.29198,0,0,0,0
1542356384.954139327,0,0,0,0,1.29198,0,0,0,0
1542356385.074119609,0,0,0,0,1.33493,0,0,0,0
1542356385.082767000,97.7877,23.7956,-2.23021,0,0,0,-1.33835,-4.87292,-80.4415
1542356385.114122231,0,0,0,0,1.33493,0,0,0,0
1542356385.134108812,0,0,0,0,1.33493,0,0,0,0
1542356385.214128780,0,0,0,0,1.34639,0,0,0,0
1542356385.254123646,0,0,0,0,1.34639,0,0,0,0
1542356385.294157861,0,0,0,0,1.34639,0,0,0,0
1542356385.314139823,0,0,0,0,1.34639,0,0,0,0
1542356385.385189000,98.2609,23.872,-2.23867,0,0,0,-0.960289,-5.27094,-81.2669
1542356385.474134804,0,0,0,0,1.31661,0,0,0,0
1542356385.514108948,0,0,0,0,1.31661,0,0,0,0
1542356385.534112620,0,0,0,0,1.31661,0,0,0,0
1542356385.554109141,0,0,0,0,1.31661,0,0,0,0
1542356385.594155574,0,0,0,0,1.1448,0,0,0,0
1542356385.654126014,0,0,0,0,1.1448,0,0,0,0
1542356385.734096525,0,0,0,0,1.1448,0,0,0,0
1542356385.774121963,0,0,0,0,1.1448,0,0,0,0
1542356385.788391000,98.7359,23.9256,-2.24214,0,0,0,-0.161927,-4.56523,-81.8331
1542356385.834109748,0,0,0,0,1.0818,0,0,0,0
1542356385.889157000,98.8346,23.943,-2.22642,0,0,0,-0.289898,-4.53182,-81.9525
1542356385.934224743,0,0,0,0,1.0818,0,0,0,0
1542356385.989970000,98.9487,23.9668,-2.22153,0,0,0,-0.61945,-4.47254,-82.2828
1542356386.054135361,0,0,0,0,0.914007,0,0,0,0
1542356386.090770000,99.0452,23.9718,-2.26968,0,0,0,-1.06607,-4.78161,-82.2305
1542356386.154137442,0,0,0,0,0.914007,0,0,0,0
1542356386.194111702,0,0,0,0,0.753082,0,0,0,0
1542356386.191574000,99.1559,23.989,-2.28446,0,0,0,-0.906003,-4.94767,-82.6795
1542356386.274138788,0,0,0,0,0.753082,0,0,0,0
1542356386.334118611,0,0,0,0,0.753082,0,0,0,0
1542356386.292367000,99.2752,23.9924,-2.30086,0,0,0,-0.814836,-5.1072,-83.797
1542356386.374123397,0,0,0,0,0.753082,0,0,0,0
1542356386.393163000,99.3405,23.9958,-2.29031,0,0,0,-0.83657,-5.24129,-84.7008
1542356386.454129803,0,0,0,0,0.775417,0,0,0,0
1542356386.494150966,0,0,0,0,0.775417,0,0,0,0
1542356386.534156928,0,0,0,0,0.775417,0,0,0,0
1542356386.594757000,99.3594,23.9425,-2.19615,0,0,0,-1.20482,-4.94557,-86.0037
1542356386.674095592,0,0,0,0,0.702686,0,0,0,0
1542356386.714146728,0,0,0,0,0.702686,0,0,0,0
1542356386.695580000,99.4012,23.9455,-2.19219,0,0,0,-1.185,-5.10722,-86.5774
1542356386.794108244,0,0,0,0,0.76969,0,0,0,0
1542356386.796360000,99.447,23.951,-2.18357,0,0,0,-1.10266,-5.34975,-87.2118
1542356386.874110990,0,0,0,0,0.76969,0,0,0,0
1542356386.897165000,99.4908,23.9569,-2.17143,0,0,0,-1.04216,-5.69659,-87.8334
1542356386.974123775,0,0,0,0,0.76969,0,0,0,0
1542356387.014128721,0,0,0,0,0.868765,0,0,0,0
1542356387.054119418,0,0,0,0,0.868765,0,0,0,0
1542356387.094117547,0,0,0,0,0.868765,0,0,0,0
1542356387.134183012,0,0,0,0,0.868765,0,0,0,0
1542356387.174116319,0,0,0,0,0.868765,0,0,0,0
1542356387.199556000,99.8117,23.9645,-2.23642,0,0,0,0.0871829,-5.94258,-89.3814
1542356387.274121718,0,0,0,0,0.926033,0,0,0,0
1542356387.334125529,0,0,0,0,0.926033,0,0,0,0
1542356387.354122851,0,0,0,0,0.926033,0,0,0,0
1542356387.394116004,0,0,0,0,0.890527,0,0,0,0
1542356387.401186000,99.9722,23.945,-2.27345,0,0,0,-0.213038,-5.3252,-88.726
1542356387.474122011,0,0,0,0,0.890527,0,0,0,0
1542356387.514108970,0,0,0,0,0.890527,0,0,0,0
1542356387.554110683,0,0,0,0,0.890527,0,0,0,0
1542356387.614160741,0,0,0,0,0.871056,0,0,0,0
1542356387.654111441,0,0,0,0,0.871056,0,0,0,0
1542356387.694111864,0,0,0,0,0.871056,0,0,0,0
1542356387.774115263,0,0,0,0,0.871056,0,0,0,0
1542356387.854123042,0,0,0,0,0.92317,0,0,0,0
1542356387.874121068,0,0,0,0,0.92317,0,0,0,0
1542356387.905158000,100.414,23.9959,-2.31696,0,0,0,-1.95059,-6.04686,-88.5751
1542356387.994116055,0,0,0,0,1.01423,0,0,0,0
1542356388.034117599,0,0,0,0,1.01423,0,0,0,0
1542356388.074126267,0,0,0,0,1.01423,0,0,0,0
1542356388.106755000,100.575,24.0243,-2.29491,0,0,0,-3.00427,-5.82002,-88.7072
1542356388.134135815,0,0,0,0,1.01423,0,0,0,0
1542356388.154124479,0,0,0,0,1.01423,0,0,0,0
1542356388.194115322,0,0,0,0,1.08295,0,0,0,0
1542356388.294115323,0,0,0,0,1.08295,0,0,0,0
1542356388.308411000,100.749,23.9871,-2.31912,0,0,0,-2.61076,-5.1013,-88.8848
1542356388.394114167,0,0,0,0,1.0715,0,0,0,0
1542356388.409187000,100.851,23.9919,-2.3114,0,0,0,-2.59813,-5.404,-88.9068
1542356388.454122151,0,0,0,0,1.0715,0,0,0,0
1542356388.509942000,100.96,23.9986,-2.31232,0,0,0,-1.90761,-5.12977,-88.9496
1542356388.594117859,0,0,0,0,1.14194,0,0,0,0
1542356388.634134301,0,0,0,0,1.14194,0,0,0,0
1542356388.674115715,0,0,0,0,1.14194,0,0,0,0
1542356388.714121323,0,0,0,0,1.14194,0,0,0,0
1542356388.754122701,0,0,0,0,1.14194,0,0,0,0
1542356388.794118401,0,0,0,0,1.107,0,0,0,0
1542356388.854126741,0,0,0,0,1.107,0,0,0,0
1542356388.812395000,101.389,24.0173,-2.36546,0,0,0,0.462299,-5.01066,-89.1264
1542356388.894110027,0,0,0,0,1.107,0,0,0,0
1542356388.913166000,101.492,24.0273,-2.37095,0,0,0,0.556043,-5.35646,-89.1227
1542356388.974115931,0,0,0,0,1.107,0,0,0,0
1542356389.014119709,0,0,0,0,1.18031,0,0,0,0
1542356389.054126260,0,0,0,0,1.18031,0,0,0,0
1542356389.114766000,101.653,24.0189,-2.41578,0,0,0,0.156238,-6.03297,-89.0421
1542356389.174126006,0,0,0,0,1.18031,0,0,0,0
1542356389.214118746,0,0,0,0,1.1574,0,0,0,0
1542356389.215559000,101.73,24.0275,-2.42652,0,0,0,0.388159,-6.11046,-89.001
1542356389.274118507,0,0,0,0,1.1574,0,0,0,0
1542356389.354110780,0,0,0,0,1.1574,0,0,0,0
1542356389.394127463,0,0,0,0,1.14881,0,0,0,0
1542356389.417163000,101.964,24.0148,-2.35541,0,0,0,-0.314472,-4.77495,-88.989
1542356389.414114558,0,0,0,0,1.14881,0,0,0,0
1542356389.494124436,0,0,0,0,1.14881,0,0,0,0
1542356389.517966000,102.055,24.0168,-2.35425,0,0,0,-0.408768,-4.56087,-88.908
1542356389.534119315,0,0,0,0,1.14881,0,0,0,0
1542356389.594115167,0,0,0,0,1.13965,0,0,0,0
1542356389.618762000,102.138,24.0195,-2.34481,0,0,0,-0.485166,-4.38892,-88.8265
1542356389.654120681,0,0,0,0,1.13965,0,0,0,0
1542356389.719588000,102.211,24.0242,-2.35308,0,0,0,-0.4581,-4.26148,-88.8185
1542356389.754121565,0,0,0,0,1.13965,0,0,0,0
1542356389.820381000,102.386,24.0297,-2.38419,0,0,0,-0.189228,-4.96314,-89.1213
1542356389.874115001,0,0,0,0,0.968412,0,0,0,0
1542356389.914103552,0,0,0,0,0.968412,0,0,0,0
1542356389.921143000,102.48,24.038,-2.39176,0,0,0,-0.0219153,-5.02876,-89.1259
1542356389.954110089,0,0,0,0,0.968412,0,0,0,0
1542356389.994107258,0,0,0,0,0.905417,0,0,0,0
1542356390.034125728,0,0,0,0,0.905417,0,0,0,0
1542356390.094103753,0,0,0,0,0.905417,0,0,0,0
1542356390.174109935,0,0,0,0,0.905417,0,0,0,0
1542356390.214123853,0,0,0,0,0.766827,0,0,0,0
1542356390.274124391,0,0,0,0,0.766827,0,0,0,0
1542356390.294080684,0,0,0,0,0.766827,0,0,0,0
1542356390.354116930,0,0,0,0,0.766827,0,0,0,0
1542356390.434115018,0,0,0,0,0.572113,0,0,0,0
1542356390.425196000,102.94,24.0403,-2.38593,0,0,0,0.0413953,-5.06127,-89.199
1542356390.514114288,0,0,0,0,0.572113,0,0,0,0
1542356390.534171047,0,0,0,0,0.572113,0,0,0,0
1542356390.554112857,0,0,0,0,0.572113,0,0,0,0
1542356390.594121127,0,0,0,0,0.621364,0,0,0,0
1542356390.654148327,0,0,0,0,0.621364,0,0,0,0
1542356390.774116163,0,0,0,0,0.621364,0,0,0,0
1542356390.814112061,0,0,0,0,0.505109,0,0,0,0
1542356390.854128558,0,0,0,0,0.505109,0,0,0,0
1542356390.929186000,103.175,24.0595,-2.38223,0,0,0,-1.08474,-5.52999,-89.0604
1542356390.954111382,0,0,0,0,0.505109,0,0,0,0
1542356391.034119030,0,0,0,0,0.649426,0,0,0,0
1542356391.029986000,103.172,24.0437,-2.42655,0,0,0,-0.674364,-5.27926,-89.3231
1542356391.114121490,0,0,0,0,0.649426,0,0,0,0
1542356391.154122968,0,0,0,0,0.649426,0,0,0,0
1542356391.194121960,0,0,0,0,0.825813,0,0,0,0
1542356391.234118721,0,0,0,0,0.825813,0,0,0,0
1542356391.294120547,0,0,0,0,0.825813,0,0,0,0
1542356391.334125864,0,0,0,0,0.825813,0,0,0,0
1542356391.374118897,0,0,0,0,0.825813,0,0,0,0
1542356391.414114619,0,0,0,0,0.852157,0,0,0,0
1542356391.433166000,103.496,24.0482,-2.40516,0,0,0,-0.607958,-4.99318,-89.3448
1542356391.534114675,0,0,0,0,0.852157,0,0,0,0
1542356391.533985000,103.593,24.0497,-2.40587,0,0,0,-0.575951,-5.21596,-89.5723
1542356391.594119090,0,0,0,0,0.781144,0,0,0,0
1542356391.634787000,103.673,24.055,-2.40055,0,0,0,-0.579134,-5.33539,-89.6268
1542356391.674108449,0,0,0,0,0.781144,0,0,0,0
1542356391.694122293,0,0,0,0,0.781144,0,0,0,0
1542356391.735564000,103.753,24.0608,-2.39437,0,0,0,-0.620356,-5.4914,-89.6695
1542356391.794136275,0,0,0,0,0.72273,0,0,0,0
1542356391.834107676,0,0,0,0,0.72273,0,0,0,0
1542356391.874125406,0,0,0,0,0.72273,0,0,0,0
1542356391.914106560,0,0,0,0,0.72273,0,0,0,0
1542356391.937163000,103.915,24.0743,-2.41432,0,0,0,-0.40446,-5.56604,-89.1465
1542356392.014091204,0,0,0,0,0.786298,0,0,0,0
1542356392.037953000,103.978,24.0865,-2.43378,0,0,0,-0.378669,-5.72818,-88.6032
1542356392.134117660,0,0,0,0,0.786298,0,0,0,0
1542356392.138770000,104.038,24.0958,-2.43252,0,0,0,-0.751209,-5.73662,-88.1182
1542356392.214116906,0,0,0,0,0.904271,0,0,0,0
1542356392.254119581,0,0,0,0,0.904271,0,0,0,0
1542356392.239551000,104.116,24.0854,-2.42258,0,0,0,-1.63683,-5.1553,-87.4222
1542356392.314119882,0,0,0,0,0.904271,0,0,0,0
1542356392.354120804,0,0,0,0,0.904271,0,0,0,0
1542356392.340363000,104.156,24.0887,-2.42208,0,0,0,-1.7691,-5.21196,-87.2323
1542356392.434125993,0,0,0,0,1.01308,0,0,0,0
1542356392.474118638,0,0,0,0,1.01308,0,0,0,0
1542356392.441147000,104.23,24.0937,-2.43007,0,0,0,-1.71555,-5.42039,-87.3317
1542356392.514107791,0,0,0,0,1.01308,0,0,0,0
1542356392.554121389,0,0,0,0,1.01308,0,0,0,0
1542356392.594127365,0,0,0,0,0.99991,0,0,0,0
1542356392.654120578,0,0,0,0,0.99991,0,0,0,0
1542356392.714121664,0,0,0,0,0.99991,0,0,0,0
1542356392.774120312,0,0,0,0,0.99991,0,0,0,0
1542356392.814120227,0,0,0,0,0.956386,0,0,0,0
1542356392.854178296,0,0,0,0,0.956386,0,0,0,0
1542356392.844362000,104.593,24.1168,-2.38707,0,0,0,-1.20596,-5.30691,-88.1749
1542356392.934124623,0,0,0,0,0.956386,0,0,0,0
1542356392.994121716,0,0,0,0,0.990174,0,0,0,0
1542356393.034113918,0,0,0,0,0.990174,0,0,0,0
1542356393.045982000,104.857,24.115,-2.40986,0,0,0,-0.448308,-5.25953,-88.6799
1542356393.114134885,0,0,0,0,0.990174,0,0,0,0
1542356393.146790000,104.938,24.115,-2.42408,0,0,0,-0.369168,-5.58305,-88.9101
1542356393.214109186,0,0,0,0,1.04401,0,0,0,0
1542356393.247551000,105.025,24.123,-2.43698,0,0,0,-0.230947,-5.7402,-89.1379
1542356393.294107487,0,0,0,0,1.04401,0,0,0,0
1542356393.374124034,0,0,0,0,1.04401,0,0,0,0
1542356393.454108476,0,0,0,0,1.12246,0,0,0,0
1542356393.449156000,105.322,24.145,-2.52246,0,0,0,-0.14609,-5.70883,-89.7543
1542356393.534117907,0,0,0,0,1.12246,0,0,0,0
1542356393.574125011,0,0,0,0,1.12246,0,0,0,0
1542356393.614107699,0,0,0,0,1.15396,0,0,0,0
1542356393.650767000,105.502,24.162,-2.5542,0,0,0,0.140441,-5.48363,-89.8556
1542356393.714110127,0,0,0,0,1.15396,0,0,0,0
1542356393.751574000,105.591,24.1645,-2.56359,0,0,0,0.226602,-5.43672,-89.7724
1542356393.794122388,0,0,0,0,1.17,0,0,0,0
1542356393.852386000,105.7,24.1512,-2.48643,0,0,0,-0.466326,-4.34596,-89.396
1542356393.874121930,0,0,0,0,1.17,0,0,0,0
1542356393.914119530,0,0,0,0,1.17,0,0,0,0
1542356393.974116080,0,0,0,0,1.17,0,0,0,0
1542356394.014116422,0,0,0,0,1.18145,0,0,0,0
1542356394.054105615,0,0,0,0,1.18145,0,0,0,0
1542356394.053971000,105.915,24.1651,-2.47679,0,0,0,-0.749523,-4.25159,-88.2902
1542356394.134120154,0,0,0,0,1.18145,0,0,0,0
1542356394.154757000,106.016,24.1794,-2.49549,0,0,0,-0.638896,-4.42961,-87.7087
1542356394.214106953,0,0,0,0,1.20035,0,0,0,0
1542356394.254107611,0,0,0,0,1.20035,0,0,0,0
1542356394.314116473,0,0,0,0,1.20035,0,0,0,0
1542356394.354103219,0,0,0,0,1.20035,0,0,0,0
1542356394.356368000,106.308,24.2417,-2.51452,0,0,0,-0.609029,-5.36046,-86.2793
1542356394.474142859,0,0,0,0,1.30973,0,0,0,0
1542356394.457152000,106.404,24.2598,-2.49679,0,0,0,-0.825621,-5.40766,-85.9331
1542356394.554119625,0,0,0,0,1.30973,0,0,0,0
1542356394.594124896,0,0,0,0,1.28568,0,0,0,0
1542356394.654117450,0,0,0,0,1.28568,0,0,0,0
1542356394.658759000,106.695,24.2657,-2.50941,0,0,0,-0.507127,-5.112,-86.047
1542356394.734121621,0,0,0,0,1.28568,0,0,0,0
1542356394.774120009,0,0,0,0,1.28568,0,0,0,0
1542356394.814110848,0,0,0,0,1.16656,0,0,0,0
1542356394.854120135,0,0,0,0,1.16656,0,0,0,0
1542356394.894114457,0,0,0,0,1.16656,0,0,0,0
1542356394.934109738,0,0,0,0,1.16656,0,0,0,0
1542356395.034120523,0,0,0,0,1.07321,0,0,0,0
1542356395.114133778,0,0,0,0,1.07321,0,0,0,0
1542356395.154103127,0,0,0,0,1.07321,0,0,0,0
1542356395.194116567,0,0,0,0,0.933478,0,0,0,0
1542356395.234109399,0,0,0,0,0.933478,0,0,0,0
1542356395.274133345,0,0,0,0,0.933478,0,0,0,0
1542356395.334125947,0,0,0,0,0.933478,0,0,0,0
1542356395.364388000,107.463,24.335,-2.53944,0,0,0,-0.605256,-5.45391,-86.3623
1542356395.414120417,0,0,0,0,0.736474,0,0,0,0
1542356395.454119258,0,0,0,0,0.736474,0,0,0,0
1542356395.494126137,0,0,0,0,0.736474,0,0,0,0
1542356395.514122746,0,0,0,0,0.736474,0,0,0,0
1542356395.594111363,0,0,0,0,0.687223,0,0,0,0
1542356395.634105501,0,0,0,0,0.687223,0,0,0,0
1542356395.666785000,107.534,24.3244,-2.51749,0,0,0,-1.11366,-5.25955,-86.1174
1542356395.754118382,0,0,0,0,0.687223,0,0,0,0
1542356395.767576000,107.555,24.3288,-2.51605,0,0,0,-1.06106,-5.49469,-85.9001
1542356395.814120689,0,0,0,0,0.621364,0,0,0,0
1542356395.834120604,0,0,0,0,0.621364,0,0,0,0
1542356395.894128409,0,0,0,0,0.621364,0,0,0,0
1542356395.974112879,0,0,0,0,0.621364,0,0,0,0
1542356395.969160000,107.734,24.341,-2.55258,0,0,0,-0.808417,-5.26943,-86.2844
1542356396.054126379,0,0,0,0,0.69925,0,0,0,0
1542356396.069972000,107.779,24.3499,-2.55503,0,0,0,-1.02409,-5.34571,-86.2936
1542356396.134126144,0,0,0,0,0.69925,0,0,0,0
1542356396.174132494,0,0,0,0,0.69925,0,0,0,0
1542356396.254115061,0,0,0,0,0.864183,0,0,0,0
1542356396.271570000,107.986,24.359,-2.58612,0,0,0,-0.655978,-5.41502,-86.3577
1542356396.314136526,0,0,0,0,0.864183,0,0,0,0
1542356396.354103624,0,0,0,0,0.864183,0,0,0,0
1542356396.394125812,0,0,0,0,0.926033,0,0,0,0
1542356396.434114798,0,0,0,0,0.926033,0,0,0,0
1542356396.474121885,0,0,0,0,0.926033,0,0,0,0
1542356396.473170000,108.181,24.391,-2.63052,0,0,0,0.0851583,-5.41638,-86.1077
1542356396.573957000,108.275,24.4079,-2.62125,0,0,0,0.117095,-5.53553,-86.056
1542356396.634133914,0,0,0,0,0.913434,0,0,0,0
1542356396.654104014,0,0,0,0,0.913434,0,0,0,0
1542356396.674765000,108.374,24.4059,-2.52829,0,0,0,-0.708564,-5.06813,-85.8464
1542356396.734127607,0,0,0,0,0.913434,0,0,0,0
1542356396.775570000,108.466,24.4178,-2.522,0,0,0,-0.979342,-5.36192,-85.8462
1542356396.814109424,0,0,0,0,0.850439,0,0,0,0
1542356396.854115752,0,0,0,0,0.850439,0,0,0,0
1542356396.876357000,108.569,24.4376,-2.54398,0,0,0,-0.626577,-5.42806,-85.9447
1542356396.977155000,108.63,24.442,-2.56436,0,0,0,-0.535098,-5.34702,-85.8613
1542356397.014106573,0,0,0,0,0.897399,0,0,0,0
1542356397.074115953,0,0,0,0,0.897399,0,0,0,0
1542356397.077955000,108.628,24.4088,-2.60445,0,0,0,-0.44668,-4.82808,-85.8189
1542356397.114111469,0,0,0,0,0.897399,0,0,0,0
1542356397.154125406,0,0,0,0,0.897399,0,0,0,0
1542356397.294126076,0,0,0,0,0.959822,0,0,0,0
1542356397.334110243,0,0,0,0,0.959822,0,0,0,0
1542356397.380347000,108.857,24.437,-2.64524,0,0,0,0.402803,-5.78603,-85.9756
1542356397.414139524,0,0,0,0,1.05603,0,0,0,0
1542356397.481157000,109.088,24.4473,-2.58591,0,0,0,-0.10761,-5.13768,-86.1597
1542356397.514125124,0,0,0,0,1.05603,0,0,0,0
1542356397.594159280,0,0,0,0,1.08066,0,0,0,0
1542356397.581986000,109.188,24.4605,-2.58577,0,0,0,0.185856,-5.12916,-86.2247
1542356397.674117167,0,0,0,0,1.08066,0,0,0,0
1542356397.682759000,109.275,24.4768,-2.58637,0,0,0,0.427333,-5.18222,-86.2822
1542356397.714123032,0,0,0,0,1.08066,0,0,0,0
1542356397.783572000,109.355,24.4886,-2.60712,0,0,0,0.874878,-5.2691,-86.4041
1542356397.794139614,0,0,0,0,1.07608,0,0,0,0
1542356397.854127282,0,0,0,0,1.07608,0,0,0,0
1542356397.934114519,0,0,0,0,1.07608,0,0,0,0
1542356397.954116446,0,0,0,0,1.07608,0,0,0,0
1542356397.985178000,109.556,24.5131,-2.63952,0,0,0,0.370977,-5.1927,-86.2667
1542356398.054116082,0,0,0,0,1.08352,0,0,0,0
1542356398.085990000,109.635,24.524,-2.6512,0,0,0,0.365514,-5.57155,-86.2771
1542356398.154125137,0,0,0,0,1.08352,0,0,0,0
1542356398.234106219,0,0,0,0,1.12132,0,0,0,0
1542356398.274115934,0,0,0,0,1.12132,0,0,0,0
1542356398.314129148,0,0,0,0,1.12132,0,0,0,0
1542356398.334121696,0,0,0,0,1.12132,0,0,0,0
1542356398.394112676,0,0,0,0,1.20837,0,0,0,0
1542356398.454110709,0,0,0,0,1.20837,0,0,0,0
1542356398.494109946,0,0,0,0,1.20837,0,0,0,0
1542356398.489188000,110.147,24.5718,-2.68336,0,0,0,-0.166306,-6.28049,-86.2925
1542356398.534125794,0,0,0,0,1.20837,0,0,0,0
1542356398.574119693,0,0,0,0,1.20837,0,0,0,0
1542356398.614132686,0,0,0,0,1.22097,0,0,0,0
1542356398.654106873,0,0,0,0,1.22097,0,0,0,0
1542356398.690791000,110.347,24.5699,-2.59991,0,0,0,-0.868604,-5.0285,-86.1414
1542356398.754147308,0,0,0,0,1.22097,0,0,0,0
1542356398.791570000,110.442,24.5899,-2.6042,0,0,0,-0.838539,-5.03836,-86.1272
1542356398.874119389,0,0,0,0,1.27194,0,0,0,0
1542356398.914128746,0,0,0,0,1.27194,0,0,0,0
1542356398.954117942,0,0,0,0,1.27194,0,0,0,0
1542356398.993171000,110.579,24.6342,-2.63761,0,0,0,-0.390219,-5.8747,-85.426
